T+,TEMP1,TEMP2,TEMP3,LOAD,PRESSURE,VALVE
1.3,20.28,21.15,-273.15,37.14,8.22,1
1.4,20.28,21.44,-273.15,37.29,8.52,1
1.5,19.98,21.44,-18.58,37.54,8.35,1
1.6,19.68,21.72,-273.15,37.84,8.47,1
1.7,20.28,21.44,-25.85,38.0,8.43,1
1.8,20.28,21.44,-273.15,38.08,8.35,1
1.9,20.28,21.72,-43.9,38.2,8.35,1
2.0,20.28,21.72,-34.26,38.38,8.26,1
2.1,20.28,21.72,-273.15,38.54,8.47,1
2.2,20.28,22.0,-34.26,38.66,8.43,1
2.3,19.98,22.0,-273.15,38.8,8.39,1
2.4,20.28,22.0,-273.15,38.91,8.18,1
2.4,20.57,22.28,-25.85,39.01,8.3,1
2.5,20.28,22.56,-273.15,39.11,8.18,1
2.6,20.28,22.56,-38.36,39.21,8.43,1
2.7,20.57,22.56,-273.15,39.29,8.3,1
2.8,20.57,22.83,-273.15,39.41,8.26,1
2.9,20.57,23.1,-20.15,39.49,8.22,1
3.0,20.86,22.83,-273.15,39.58,8.26,1
3.1,20.86,23.1,-38.36,39.69,8.09,1
3.2,21.15,23.91,-273.15,39.75,8.26,1
3.3,21.15,23.1,-273.15,35.69,8.3,1
3.4,21.15,22.28,-28.23,13.62,8.22,1
3.5,21.44,23.1,-273.15,0.45,8.3,1
3.5,21.44,23.37,-34.26,-0.28,8.3,1
3.6,21.44,23.37,-273.15,-0.32,8.47,1
3.7,21.72,23.64,-273.15,-0.33,8.6,1
3.8,22.0,24.69,-17.13,-0.34,8.56,1
3.9,22.0,23.91,-273.15,-0.39,8.6,1
4.0,22.0,23.91,-34.26,-0.41,8.3,1
4.1,22.28,24.17,-11.13,-0.39,8.39,1
4.2,22.28,23.91,-273.15,-0.38,8.35,1
4.3,22.28,24.17,-43.9,-0.39,8.3,1
4.4,22.56,24.17,-273.15,-0.4,8.56,1
4.5,22.83,24.17,-273.15,-0.41,8.26,1
4.6,22.83,24.43,-273.15,-0.41,8.26,1
4.7,22.83,24.43,-30.98,-0.44,7.59,1
4.8,23.1,24.43,-273.15,-0.47,5.47,1
4.8,23.64,24.69,-12.2,-0.5,1.04,1
4.9,23.1,23.91,-273.15,-0.57,-0.77,1
5.0,23.64,24.17,-28.23,-0.7,-0.69,1
5.1,23.91,24.69,-273.15,-0.76,-0.52,1
5.2,23.91,24.95,-38.36,-0.78,-0.31,1
5.3,23.91,25.46,-21.86,-0.78,-0.18,1
5.4,24.43,25.2,-273.15,-0.79,-0.01,1
5.5,24.43,24.95,-30.98,-0.8,0.11,1
5.6,24.69,25.2,-273.15,-0.8,0.2,1
5.7,24.95,25.2,-52.78,-0.8,0.28,1
5.8,24.95,24.69,-28.23,-0.8,0.37,1
5.9,25.2,25.2,-273.15,-0.8,0.45,1
5.9,25.46,25.46,-34.26,-0.81,0.53,1
6.0,25.71,25.46,-273.15,-0.8,0.53,1
6.1,25.96,25.2,-273.15,-0.8,0.62,1
6.2,25.71,25.46,-28.23,-0.79,0.66,1
6.3,26.45,24.95,-273.15,-0.8,0.7,1
6.4,26.7,25.71,-25.85,-0.79,0.7,1
6.5,26.94,25.71,-273.15,-0.79,0.75,1
6.6,26.94,25.71,-52.78,-0.79,0.79,1
6.7,27.18,25.71,-14.51,-0.8,0.79,1
6.8,27.42,26.45,-273.15,-0.8,0.83,1
6.9,27.66,25.96,-38.36,-0.79,0.83,0
7.0,27.89,26.2,-10.11,-0.77,0.83,0
7.1,28.13,25.96,-38.36,-0.78,0.83,0
7.1,28.36,26.2,-12.2,-0.78,0.87,0
7.2,28.82,26.2,-273.15,-0.77,0.87,0
7.3,28.82,26.45,-34.26,-0.77,0.87,0
7.4,29.05,26.45,-273.15,-0.77,0.87,0
7.5,29.95,26.2,-273.15,-0.76,0.91,0
7.6,29.73,26.2,-21.86,-0.77,0.91,0
7.7,29.95,26.7,-273.15,-0.79,0.91,0
7.8,29.95,26.7,-34.26,-0.79,0.91,0
7.9,30.4,27.18,-273.15,-0.78,0.87,0
8.0,30.4,26.45,-273.15,-0.77,0.87,0
