T,TEMP1,TEMP2,TEMP3,TEMPMPU,ACCX,ACCY,ACCZ,LOAD
146.3,17.17,19.68,22.83,20.27,0.00,-0.01,-0.00,0.31
146.4,16.84,19.98,22.28,20.22,0.00,-0.00,0.01,0.30
146.5,17.17,19.98,22.28,20.27,0.00,-0.00,0.00,0.28
146.6,17.17,19.98,22.28,20.36,-0.00,-0.00,0.01,0.29
146.7,17.17,19.98,22.28,20.41,0.00,0.00,-0.00,0.28
146.8,17.17,19.98,22.00,20.32,-0.00,-0.00,0.00,0.30
146.8,17.17,19.98,22.28,20.22,0.00,-0.00,0.01,0.31
146.9,17.17,19.68,22.28,20.32,-0.00,-0.00,0.01,0.30
147.0,17.17,19.98,22.00,20.32,-0.01,-0.01,0.00,0.33
147.1,17.17,19.98,22.00,20.41,0.00,-0.00,0.00,0.34
147.2,17.17,19.98,22.28,20.32,0.01,-0.00,0.01,0.30
147.3,17.17,19.98,22.28,20.27,0.00,-0.00,0.00,0.31
147.4,17.17,19.98,22.28,20.22,0.00,0.00,0.00,0.31
147.5,17.17,19.68,22.28,20.32,-0.00,-0.00,0.00,0.29
147.6,17.17,19.98,22.28,20.36,-0.00,0.00,-0.00,0.29
147.7,17.17,19.98,22.28,20.32,-0.00,0.00,-0.00,0.30
147.8,17.17,19.98,22.28,20.36,0.00,0.00,0.00,0.27
147.9,17.17,19.98,22.28,20.32,-0.00,0.00,0.00,0.26
147.9,17.17,19.98,22.28,20.36,0.00,-0.00,-0.00,0.32
148.0,17.17,19.98,22.00,20.41,-0.00,-0.00,0.00,0.28
148.1,17.17,19.98,22.00,20.51,0.00,0.00,0.00,0.22
148.3,17.50,19.98,22.28,20.27,-0.00,0.00,0.00,0.25
148.3,17.17,19.98,22.28,20.36,-0.00,-0.00,-0.00,0.29
148.4,17.50,19.68,22.28,20.41,-0.00,0.00,0.00,0.33
148.5,17.17,19.98,22.28,20.36,0.00,0.00,0.00,0.29
148.6,17.17,19.98,22.28,20.41,-0.00,0.01,-0.00,0.27
148.7,17.50,19.98,22.28,20.41,-0.00,0.00,-0.00,0.28
148.8,17.17,19.98,22.28,20.32,-0.01,-0.00,0.00,0.26
148.9,17.17,19.98,22.28,20.32,-0.00,0.01,-0.00,0.24
149.0,17.17,19.98,22.28,20.41,-0.00,-0.00,-0.00,0.24
149.1,17.17,19.98,22.00,20.32,0.00,-0.01,-0.00,0.24
149.2,17.17,19.98,22.00,20.36,0.00,0.00,0.01,0.26
149.2,17.17,19.98,22.28,20.46,0.00,-0.00,0.00,0.22
149.3,17.17,19.98,22.28,20.46,-0.00,-0.00,0.00,0.22
149.4,17.17,19.98,22.28,20.51,0.01,-0.00,-0.00,0.25
149.5,17.50,19.98,22.28,20.46,0.00,-0.00,-0.00,0.28
149.6,17.17,19.98,22.28,20.46,0.01,-0.00,0.01,0.24
149.7,17.17,19.98,22.00,20.41,-0.00,-0.00,0.00,0.21
149.8,17.17,19.68,22.28,20.60,0.01,-0.00,0.01,0.21
149.9,17.17,19.98,22.28,20.55,-0.00,-0.00,0.01,0.21
150.0,17.50,19.98,22.28,20.46,0.01,-0.01,0.00,0.20
150.1,17.17,19.98,22.56,20.41,-0.00,-0.00,-0.01,0.19
150.2,17.17,20.28,22.28,20.55,-0.00,-0.00,0.00,0.20
150.3,17.17,19.98,22.28,20.51,-0.01,-0.01,-0.00,0.20
150.3,17.17,19.98,22.28,20.46,0.00,-0.00,0.00,0.20
150.4,17.17,19.98,22.28,20.55,0.00,-0.00,0.00,0.20
150.5,17.17,19.98,22.28,20.55,-0.00,-0.01,0.00,0.21
150.6,17.17,19.98,22.28,20.51,0.00,-0.01,-0.00,0.19
150.7,17.17,19.98,22.28,20.51,-0.00,0.00,0.01,0.17
150.8,17.17,19.98,22.28,20.60,-0.00,0.00,0.01,0.17
150.9,17.17,19.68,22.28,20.51,0.00,-0.00,0.00,0.17
151.0,17.17,19.98,22.28,20.55,0.00,0.01,-0.00,0.18
151.1,17.50,20.28,22.28,20.60,0.01,-0.01,0.00,0.19
151.2,17.17,19.98,22.56,20.65,-0.00,-0.00,-0.01,0.17
151.3,17.17,19.98,22.28,20.65,-0.00,-0.00,0.00,0.16
151.4,17.17,19.98,22.56,20.65,-0.00,-0.00,0.00,0.17
151.4,17.50,19.98,22.28,20.65,-0.00,-0.01,0.01,0.17
151.5,17.17,19.98,22.28,20.55,-0.00,-0.01,0.00,0.13
151.6,17.50,19.98,22.56,20.60,-0.01,0.00,0.01,0.12
151.7,17.17,19.98,22.28,20.65,-0.00,0.00,-0.00,0.15
151.8,17.50,19.98,22.28,20.65,0.00,-0.00,0.01,0.40
151.9,17.50,19.98,22.56,20.55,0.01,-0.00,0.01,0.53
152.0,17.50,19.98,22.28,20.65,0.00,-0.00,0.00,0.30
152.1,17.17,19.98,22.28,20.69,-0.00,-0.00,-0.00,0.17
152.2,17.17,19.98,22.56,20.55,0.00,-0.00,-0.00,0.17
152.3,17.17,19.98,22.56,20.60,0.00,-0.00,0.00,0.15
152.4,17.50,19.98,22.56,20.65,0.00,-0.00,-0.00,0.26
152.5,17.17,19.98,22.56,20.79,0.01,0.00,-0.00,0.49
152.5,17.17,19.98,22.56,20.74,-0.00,-0.00,0.00,0.56
152.6,17.50,19.98,22.56,20.79,0.00,0.00,-0.00,0.61
152.7,17.50,19.98,22.28,20.74,0.00,-0.01,-0.00,0.62
152.9,16.84,19.98,22.56,20.84,0.01,0.00,-0.00,0.62
152.9,17.17,19.98,22.56,20.74,0.00,-0.00,0.00,0.59
153.0,17.50,19.98,22.28,20.84,0.00,-0.00,0.01,0.59
153.1,17.50,19.68,22.56,20.74,0.00,-0.00,-0.00,0.58
153.2,17.17,19.68,22.28,20.69,0.00,-0.00,0.00,0.58
153.3,17.50,19.98,22.56,20.74,-0.00,-0.00,0.00,0.60
153.4,17.17,19.98,22.56,20.79,-0.00,0.01,0.01,0.59
153.5,17.50,19.98,22.56,20.84,0.00,-0.00,-0.00,0.58
153.6,17.17,19.98,22.56,20.84,-0.00,-0.00,0.00,0.56
153.7,17.50,19.98,22.56,20.84,0.00,0.00,-0.00,0.56
153.8,17.50,19.98,22.56,20.84,-0.00,-0.01,0.00,0.56
153.8,17.50,19.98,22.56,20.84,0.00,-0.01,0.00,0.56
153.9,17.50,19.98,22.56,20.79,0.00,-0.00,0.01,0.56
154.0,17.17,19.98,22.56,20.88,-0.00,-0.00,-0.00,0.57
154.1,17.50,19.98,22.56,20.84,-0.00,0.00,0.01,0.56
154.2,17.82,19.98,22.56,20.79,0.00,0.01,-0.00,0.52
154.3,17.17,20.28,22.56,20.84,-0.00,-0.00,-0.00,0.45
154.4,17.50,19.98,23.10,20.84,0.01,-0.00,-0.00,0.41
154.5,17.50,19.98,22.56,20.84,0.00,-0.01,-0.00,0.19
154.6,17.50,19.98,22.56,20.79,-0.00,-0.01,0.00,0.05
154.7,17.82,20.28,22.28,20.88,0.00,-0.00,-0.00,0.06
154.8,17.50,19.98,22.56,20.88,-0.00,-0.00,-0.01,0.07
154.8,17.50,20.28,22.56,20.93,-0.00,-0.01,0.01,0.06
154.9,17.82,19.98,22.56,20.88,0.00,-0.00,-0.01,0.05
155.0,17.50,19.98,22.56,20.98,-0.00,-0.00,-0.00,0.05
155.1,17.50,19.98,22.56,20.93,-0.00,0.00,-0.00,0.04
155.2,17.50,20.28,22.56,20.98,-0.00,0.00,0.00,0.04
155.3,17.50,19.98,22.56,20.93,-0.00,-0.00,0.01,0.04
155.4,17.50,20.28,22.83,21.02,-0.00,-0.01,-0.00,0.05
155.5,17.50,19.98,22.83,21.07,-0.00,-0.00,-0.01,0.05
155.6,17.17,19.98,22.56,21.07,0.00,-0.00,0.00,0.04
155.7,17.50,19.98,22.83,20.98,-0.00,-0.00,0.01,0.03
155.8,17.50,19.98,22.56,21.02,0.00,-0.00,0.01,0.03
155.9,17.50,19.98,22.56,21.02,-0.00,-0.00,-0.01,0.03
155.9,17.17,20.28,22.83,21.07,-0.00,-0.00,0.00,0.02
156.0,17.50,20.28,22.83,21.07,0.00,-0.00,-0.00,0.01
156.1,17.50,20.28,22.56,21.16,-0.00,0.01,0.00,0.02
156.2,17.50,20.28,22.83,21.02,0.00,0.00,-0.01,0.03
156.3,17.50,20.28,22.83,21.16,0.00,-0.00,0.01,0.02
156.4,17.50,20.28,22.56,21.12,0.00,0.00,-0.00,0.01
156.5,17.82,20.28,22.56,21.12,0.00,-0.01,0.00,0.00
156.6,17.50,20.28,22.83,21.16,-0.00,0.00,-0.00,0.01
156.7,17.50,19.98,22.56,21.12,-0.00,-0.00,-0.00,0.01
156.8,17.50,20.28,22.83,21.21,0.00,-0.00,-0.00,0.01
156.9,17.50,20.28,22.83,21.16,-0.00,-0.00,-0.01,0.00
157.0,17.50,19.98,22.83,21.16,0.01,0.00,0.00,-0.02
157.1,17.50,20.28,22.83,21.16,0.00,-0.00,0.00,-0.04
157.1,17.50,20.28,22.83,21.16,0.00,0.00,0.01,-0.03
157.2,17.50,20.28,22.83,21.12,-0.00,0.00,0.00,-0.04
157.3,17.50,20.28,22.83,21.21,-0.00,-0.00,-0.00,-0.05
157.5,17.50,20.28,22.56,21.16,0.00,-0.00,0.01,-0.04
157.5,17.50,20.28,22.83,21.16,0.00,-0.00,0.01,-0.04
157.6,17.82,20.28,22.83,21.16,0.00,-0.00,0.00,-0.04
157.7,17.82,20.28,22.83,21.26,0.00,0.00,-0.00,-0.04
157.8,17.50,20.28,22.83,21.21,-0.01,-0.01,-0.01,-0.03
157.9,17.50,20.28,22.83,21.16,0.00,-0.01,-0.00,0.00
158.0,17.82,20.28,22.83,21.26,0.00,0.00,0.01,0.16
158.1,17.50,19.98,22.83,21.16,-0.00,0.00,0.00,0.20
158.2,17.50,20.28,22.83,21.31,0.00,-0.00,0.00,-0.01
158.3,17.50,20.28,22.83,21.26,0.00,-0.00,-0.00,0.01
158.4,17.50,20.28,22.83,21.35,0.01,-0.00,0.00,0.23
158.4,18.14,20.28,22.83,21.26,0.00,-0.00,0.01,0.41
158.5,17.50,20.28,22.83,21.35,0.01,-0.01,0.00,0.46
158.6,17.82,20.28,22.83,21.31,0.01,-0.00,0.00,0.46
158.7,17.50,20.28,22.83,21.35,-0.00,0.00,-0.00,0.46
158.8,17.50,20.28,23.10,21.31,-0.00,0.00,-0.01,0.44
158.9,17.50,20.28,23.10,21.45,0.00,-0.00,0.00,0.42
159.0,17.82,20.28,22.83,21.31,-0.00,-0.00,0.00,0.41
159.1,17.82,20.57,23.10,21.40,0.00,-0.00,0.00,0.32
159.2,17.50,20.57,23.10,21.35,0.00,-0.00,0.01,0.17
159.3,17.82,20.28,23.10,21.45,-0.01,-0.01,0.00,0.11
159.4,17.50,20.28,22.83,21.40,-0.00,-0.01,0.00,0.03
159.4,17.50,20.28,23.10,21.35,-0.00,-0.00,-0.00,-0.04
159.5,17.50,20.28,23.10,21.45,-0.00,-0.01,0.00,-0.02
159.6,17.50,20.28,23.10,21.35,-0.00,0.00,-0.01,-0.04
159.7,17.50,20.28,23.10,21.45,-0.00,-0.00,-0.01,-0.06
159.8,17.50,20.28,23.10,21.45,-0.00,0.00,0.00,-0.06
159.9,17.82,20.28,23.10,21.40,0.00,0.00,0.00,-0.05
160.0,17.50,20.28,23.10,21.40,-0.00,-0.01,-0.00,-0.05
160.1,17.50,20.28,23.10,21.45,0.00,-0.00,-0.00,-0.06
160.2,17.50,20.28,22.83,21.45,0.00,-0.01,-0.00,-0.08
160.3,17.50,20.28,23.10,21.49,0.00,0.00,-0.01,-0.07
160.4,17.50,20.28,23.10,21.49,0.00,-0.00,-0.01,-0.02
160.5,17.50,20.28,23.10,21.49,0.00,-0.00,0.00,-0.02
160.5,17.82,20.57,23.10,21.54,-0.00,-0.00,-0.01,-0.04
160.6,17.50,20.28,23.10,21.54,0.00,-0.00,-0.00,-0.08
160.7,17.50,20.28,23.37,21.49,0.01,0.00,-0.00,-0.09
160.8,17.82,20.28,23.10,21.59,0.01,-0.00,0.01,-0.06
160.9,17.50,20.28,23.10,21.54,-0.00,-0.00,-0.01,-0.03
161.0,17.50,20.28,23.10,21.49,0.01,-0.00,-0.00,-0.02
161.1,17.50,20.57,23.10,21.54,0.00,-0.00,-0.00,-0.08
161.2,17.82,21.15,23.10,21.64,-0.00,-0.00,-0.00,-0.06
161.3,17.50,20.57,23.10,21.59,-0.00,0.00,-0.00,-0.09
161.4,17.82,20.57,23.10,21.64,0.00,-0.00,-0.00,-0.10
161.5,17.82,20.57,23.10,21.59,0.01,-0.00,-0.00,-0.04
161.6,17.82,20.28,23.10,21.68,0.00,-0.01,-0.00,-0.08
161.6,17.50,20.57,23.10,21.54,0.00,-0.00,0.00,-0.11
161.7,17.82,20.28,23.37,21.73,-0.00,0.00,-0.00,-0.09
161.8,17.82,20.28,23.10,21.59,-0.00,-0.00,-0.00,-0.11
161.9,17.82,20.57,23.10,21.64,0.01,0.00,-0.00,-0.12
162.0,17.82,20.57,23.37,21.54,-0.00,-0.00,0.00,-0.13
162.1,17.82,20.28,23.10,21.64,0.00,-0.00,0.00,-0.12
162.2,17.82,20.28,23.10,21.59,-0.00,0.00,-0.00,0.01
162.3,17.82,20.28,23.10,21.59,0.01,-0.00,-0.00,0.39
162.4,17.82,20.57,23.10,21.64,-0.00,-0.00,0.00,0.48
162.5,17.82,20.28,23.10,21.64,-0.00,-0.00,0.01,0.41
162.6,17.82,20.57,23.10,21.73,-0.00,-0.00,-0.00,0.14
162.7,17.82,20.28,23.10,21.78,0.00,-0.00,-0.00,-0.06
162.8,17.82,20.28,23.10,21.73,-0.00,-0.00,-0.00,-0.08
162.8,17.82,20.28,23.10,21.73,-0.00,0.00,-0.00,-0.10
163.0,17.82,20.28,23.37,21.68,0.00,-0.00,-0.01,-0.07
163.0,17.82,20.28,23.37,21.73,0.01,0.00,0.00,-0.08
163.1,17.82,20.28,23.37,21.78,0.00,-0.00,-0.00,-0.12
163.2,17.82,20.57,23.37,21.73,0.00,0.00,0.00,-0.10
163.3,17.82,20.57,23.10,21.87,0.01,-0.00,-0.01,-0.06
163.4,17.50,20.28,23.37,21.73,-0.00,-0.00,0.01,-0.05
163.5,17.82,20.57,23.37,21.73,0.00,-0.00,-0.00,-0.08
163.6,17.82,20.28,23.37,21.73,0.00,-0.00,-0.00,-0.10
163.7,17.82,20.57,23.37,21.82,-0.00,0.00,0.00,-0.10
163.8,17.82,20.28,23.37,21.82,0.00,0.00,-0.01,-0.09
163.9,17.50,20.57,23.10,21.87,0.01,0.00,-0.01,-0.09
163.9,17.82,20.57,23.10,21.78,0.00,-0.00,-0.01,-0.12
164.0,17.82,20.57,23.10,21.82,-0.00,-0.00,0.00,-0.10
164.1,17.82,20.86,23.37,21.82,0.00,-0.00,-0.01,-0.08
164.2,17.50,20.57,23.37,21.92,0.00,0.00,-0.00,-0.07
164.3,17.82,20.28,23.37,21.87,0.00,0.00,0.00,-0.10
164.4,17.82,20.57,23.37,21.82,-0.00,-0.00,-0.00,-0.12
164.5,17.82,20.28,23.37,21.87,-0.00,-0.01,-0.00,-0.09
164.6,17.82,20.57,23.37,21.92,-0.00,-0.01,0.00,-0.10
164.7,17.82,20.57,23.37,22.01,0.00,-0.00,-0.00,-0.08
164.8,17.82,20.57,23.37,21.87,0.00,0.00,-0.01,-0.09
164.9,17.82,20.57,23.10,21.87,-0.00,-0.00,-0.01,-0.09
165.0,18.14,20.57,23.37,22.01,-0.00,-0.00,-0.01,-0.09
165.1,17.82,20.57,23.37,21.92,-0.00,0.00,-0.00,-0.10
165.1,17.82,20.57,23.64,22.06,0.00,-0.00,-0.01,-0.08
165.2,17.82,20.28,23.37,21.96,-0.00,-0.01,-0.01,-0.07
165.3,17.82,20.57,23.37,22.01,0.00,-0.01,-0.00,-0.09
165.4,17.82,20.57,23.64,22.01,0.00,-0.00,-0.00,-0.10
165.5,17.82,20.57,23.37,22.01,-0.00,-0.00,0.00,-0.09
165.6,17.82,20.57,23.64,21.96,-0.00,-0.00,-0.00,-0.07
165.7,17.82,20.86,23.37,22.11,0.01,-0.00,-0.00,-0.07
165.8,17.82,20.86,23.37,22.06,0.00,0.00,0.00,-0.09
165.9,17.82,20.57,23.37,21.96,0.00,-0.01,-0.01,-0.09
166.0,17.82,20.57,23.37,22.06,0.00,0.00,-0.00,-0.09
166.1,17.82,20.57,23.37,22.01,-0.00,-0.00,-0.00,-0.10
166.2,17.82,20.57,23.64,21.96,0.00,-0.00,-0.01,-0.07
166.2,17.82,20.57,23.64,22.11,0.00,0.00,0.00,-0.09
166.3,17.82,20.57,23.37,22.11,-0.00,0.00,-0.01,-0.10
166.4,17.82,20.28,23.37,22.15,0.00,-0.00,-0.01,-0.11
166.5,17.82,20.57,23.37,22.15,0.00,-0.00,-0.00,-0.10
166.6,17.82,20.28,23.37,22.11,0.00,-0.00,-0.00,-0.13
166.7,18.14,20.86,23.37,22.06,-0.01,-0.00,0.01,-0.14
166.8,17.82,20.57,23.64,22.15,-0.00,-0.00,-0.01,-0.13
166.9,17.82,20.57,23.37,22.11,0.00,-0.01,-0.01,-0.10
167.0,18.14,20.57,23.37,22.20,0.01,-0.00,0.01,-0.13
167.1,17.82,20.57,23.64,22.11,-0.01,0.00,0.00,-0.12
167.2,17.82,20.28,23.37,22.15,-0.00,-0.00,-0.00,-0.06
167.3,18.14,20.57,23.64,22.20,0.01,-0.00,0.00,-0.11
167.4,17.50,20.86,23.64,22.25,-0.00,-0.00,0.00,-0.12
167.4,17.82,20.86,23.64,22.25,-0.00,0.00,-0.00,-0.11
167.6,17.82,20.57,23.37,22.29,-0.00,-0.00,-0.00,-0.14
167.6,17.82,20.57,23.64,22.20,0.00,-0.00,-0.00,-0.11
167.7,17.82,20.57,23.64,22.20,0.00,-0.00,0.00,-0.08
167.8,17.82,20.57,23.64,22.34,-0.00,-0.00,0.00,-0.10
167.9,18.14,20.86,23.64,22.34,-0.00,-0.00,0.01,-0.11
168.0,18.14,20.86,23.37,22.29,0.00,-0.00,-0.01,-0.14
168.1,18.14,20.86,23.37,22.25,-0.00,-0.00,0.00,-0.14
168.2,18.45,20.57,23.64,22.20,0.00,0.00,0.00,-0.14
168.3,18.14,20.57,23.64,22.20,0.01,0.00,0.00,-0.10
168.4,17.82,20.86,23.64,22.25,0.00,0.00,-0.01,-0.13
168.5,18.14,20.86,23.37,22.34,0.00,-0.00,0.00,-0.17
168.5,18.14,20.57,23.64,22.29,0.00,-0.00,0.00,-0.14
168.6,17.82,20.57,23.64,22.29,0.01,-0.00,0.00,-0.10
168.7,18.14,20.28,23.64,22.34,0.01,-0.00,-0.01,-0.10
168.8,17.82,20.86,23.64,22.25,0.00,-0.00,0.00,-0.10
168.9,18.14,20.86,23.64,22.29,0.00,0.00,-0.01,-0.09
169.0,18.14,20.86,23.64,22.29,0.00,0.00,-0.01,-0.09
169.1,18.14,20.57,23.64,22.48,-0.00,-0.01,0.00,-0.11
169.2,17.82,20.86,23.64,22.34,0.00,-0.00,-0.01,-0.11
169.3,17.82,20.86,23.64,22.44,-0.00,-0.00,-0.00,-0.12
169.4,17.82,20.57,23.64,22.39,0.01,-0.00,-0.00,-0.17
169.5,18.14,20.86,23.64,22.29,0.01,-0.01,-0.00,-0.13
169.6,18.14,20.86,23.37,22.39,0.00,-0.00,-0.01,-0.11
169.6,18.14,20.86,23.64,22.34,0.00,0.00,-0.01,-0.13
169.7,17.82,20.86,23.64,22.34,-0.00,-0.00,-0.00,-0.14
169.8,17.82,20.86,23.64,22.39,0.00,-0.00,-0.00,-0.10
169.9,17.82,20.86,23.64,22.29,-0.00,-0.00,-0.01,-0.12
170.0,18.14,20.86,23.64,22.48,0.00,-0.00,0.00,-0.19
170.1,18.14,20.86,23.64,22.44,0.00,-0.00,-0.01,-0.16
170.2,18.14,20.86,23.64,22.53,-0.00,-0.01,-0.01,-0.17
170.3,18.14,20.86,23.37,22.53,-0.00,-0.00,-0.01,-0.09
170.4,18.14,20.86,23.64,22.48,-0.00,0.00,-0.00,-0.11
170.5,18.45,20.86,23.64,22.62,0.00,0.00,-0.00,-0.10
170.6,17.82,20.86,23.64,22.48,0.00,-0.01,-0.00,-0.13
170.7,18.14,20.86,23.91,22.48,-0.00,-0.01,-0.01,-0.16
170.8,18.14,20.86,23.91,22.53,0.01,-0.00,0.00,-0.11
170.8,18.14,20.86,23.64,22.44,0.00,0.00,-0.00,-0.07
170.9,18.14,20.86,23.91,22.48,0.00,0.00,-0.01,-0.04
171.0,18.14,20.86,23.64,22.48,0.01,-0.00,0.00,-0.05
171.1,17.82,20.86,23.91,22.48,-0.00,-0.00,-0.00,-0.07
171.2,18.45,20.57,23.64,22.48,0.00,0.00,0.00,-0.12
171.3,18.14,20.86,23.64,22.48,0.00,0.00,-0.01,-0.08
171.4,18.14,20.86,23.64,22.48,0.00,0.00,-0.01,-0.09
171.5,18.14,20.86,23.64,22.48,0.00,0.00,-0.01,-0.11
171.6,18.14,20.86,23.64,22.58,0.00,-0.00,-0.00,-0.05
171.7,18.14,20.86,23.64,22.62,-0.00,-0.00,-0.00,-0.05
171.8,18.14,20.86,23.91,22.53,-0.00,0.00,-0.00,-0.03
171.9,18.14,20.86,23.64,22.58,0.00,-0.01,-0.00,-0.05
171.9,17.82,20.86,23.64,22.58,0.01,-0.00,-0.00,-0.04
172.0,18.14,20.86,23.64,22.62,0.00,-0.00,-0.01,-0.03
172.2,17.82,20.86,23.91,22.53,-0.00,-0.00,-0.01,0.05
172.2,18.14,20.86,23.64,22.48,0.00,-0.01,-0.00,0.12
172.3,18.14,21.15,23.64,22.58,-0.01,-0.01,0.00,0.02
172.4,17.82,20.86,23.91,22.58,0.01,-0.00,-0.00,0.01
172.5,18.14,20.86,23.64,22.62,0.00,-0.01,-0.01,0.01
172.6,18.14,20.86,23.64,22.62,0.00,-0.01,-0.01,-0.02
172.7,18.14,20.86,23.64,22.62,0.00,0.00,-0.01,0.12
172.8,18.14,20.86,23.64,22.67,-0.01,-0.00,-0.00,0.16
172.9,18.14,20.86,23.64,22.67,0.01,0.00,-0.01,0.20
173.0,18.14,20.86,23.91,22.67,-0.00,-0.00,-0.01,0.16
173.1,18.45,20.86,23.91,22.62,-0.00,-0.00,-0.01,0.04
173.1,18.14,20.86,23.64,22.58,-0.02,-0.00,-0.00,0.01
173.2,18.14,20.86,23.64,22.62,-0.02,-0.00,-0.01,0.09
173.3,18.45,20.86,23.91,22.67,0.00,0.00,-0.00,0.24
173.4,18.14,20.86,23.91,22.62,0.00,-0.01,-0.01,0.23
173.5,18.14,20.86,23.91,22.67,0.00,0.00,0.01,0.10
173.6,18.14,20.86,23.91,22.72,0.01,-0.00,-0.01,-0.00
173.7,18.14,20.86,23.64,22.67,-0.00,0.00,0.00,0.03
173.8,18.14,20.86,23.64,22.67,0.00,-0.01,-0.00,0.03
173.9,18.45,21.15,23.64,22.67,-0.00,0.00,-0.00,-0.00
174.0,18.14,21.15,24.17,22.76,0.01,-0.01,-0.01,-0.01
174.1,18.14,21.15,23.64,22.67,-0.00,0.00,-0.00,-0.00
174.2,18.14,20.86,23.64,22.76,-0.00,-0.01,0.00,-0.03
174.2,18.45,21.15,23.64,22.72,-0.01,-0.00,-0.01,-0.02
174.3,18.14,20.86,23.64,22.81,0.01,-0.01,-0.01,0.09
174.4,18.14,20.86,23.91,22.72,0.00,0.01,0.01,0.07
174.5,18.14,20.86,23.91,22.76,0.01,-0.00,-0.01,0.00
174.6,18.76,20.86,23.91,22.76,0.00,0.00,0.00,-0.01
174.7,18.14,20.86,23.64,22.67,-0.00,-0.01,-0.01,0.01
174.8,18.14,20.86,23.91,22.67,-0.00,0.00,-0.00,-0.01
174.9,18.14,20.86,23.64,22.67,0.00,0.00,-0.00,0.01
175.0,18.14,21.15,23.91,22.76,0.00,0.00,-0.01,0.04
175.1,18.14,20.86,23.91,22.76,0.00,-0.01,-0.01,0.04
175.2,18.45,20.86,23.64,22.81,0.00,-0.00,-0.01,0.04
175.3,18.45,20.86,23.91,22.91,0.00,-0.00,-0.01,0.01
175.3,18.14,20.86,23.64,22.72,-0.00,0.00,0.00,-0.05
175.4,18.14,20.86,23.91,22.76,-0.00,-0.00,-0.00,-0.05
175.5,18.14,21.15,23.64,22.76,0.01,-0.00,-0.00,0.00
175.6,18.14,20.86,23.91,22.81,-0.00,-0.00,-0.00,0.05
175.7,18.14,20.86,23.91,22.76,0.01,-0.01,-0.02,0.02
175.9,18.45,20.86,23.64,22.81,0.00,0.00,-0.01,-0.01
175.9,18.45,20.86,23.91,22.91,-0.00,-0.01,-0.01,-0.05
176.0,18.45,21.15,23.64,22.81,0.01,-0.01,-0.00,-0.01
176.1,18.45,20.86,23.91,22.86,-0.00,-0.01,-0.01,-0.01
176.2,18.45,21.15,23.91,22.91,0.00,0.00,-0.01,-0.02
176.3,18.14,21.15,23.91,22.91,0.00,-0.01,-0.00,0.01
176.4,18.45,20.86,23.91,22.91,0.00,-0.00,-0.01,-0.01
176.4,18.14,21.15,23.91,22.81,0.00,-0.00,-0.01,-0.06
176.5,18.45,20.86,23.91,22.86,0.00,-0.01,-0.00,-0.03
176.6,18.45,20.86,23.91,22.86,-0.00,-0.00,-0.00,-0.05
176.8,18.45,20.86,23.64,23.00,0.00,0.00,-0.00,-0.05
176.8,18.45,20.86,23.91,22.95,-0.01,-0.01,-0.00,-0.01
176.9,18.45,20.86,23.91,22.91,0.00,-0.00,-0.00,-0.03
177.0,18.76,20.86,23.91,22.91,-0.00,-0.00,-0.00,-0.00
177.1,18.45,20.86,23.91,22.86,-0.00,-0.00,-0.00,0.01
177.2,18.45,20.86,23.91,22.91,0.01,0.00,-0.01,-0.05
177.3,18.45,21.15,23.91,23.05,0.01,-0.00,-0.01,-0.06
177.4,18.45,20.86,23.91,22.86,0.00,-0.00,-0.00,-0.03
177.5,18.45,21.15,23.91,23.00,0.00,-0.00,-0.01,-0.03
177.6,18.45,21.15,23.91,23.00,0.00,0.00,-0.01,-0.02
177.7,18.14,21.15,23.91,23.05,-0.00,-0.00,-0.01,-0.03
177.7,18.45,21.15,23.91,23.00,0.00,-0.01,0.00,-0.05
177.8,18.45,21.15,23.91,23.05,-0.00,-0.00,-0.01,-0.04
177.9,18.45,21.15,23.91,23.05,0.00,-0.00,-0.01,-0.02
178.0,18.45,21.15,23.91,23.05,0.00,0.00,-0.01,0.00
178.1,18.45,20.86,24.17,23.05,-0.00,-0.01,-0.00,0.04
178.2,18.45,21.15,23.91,23.00,0.02,-0.00,-0.01,0.12
178.3,18.45,21.15,23.91,23.09,0.00,-0.00,-0.00,0.19
178.4,18.45,21.15,24.17,23.09,-0.00,-0.01,0.00,0.25
178.5,18.45,21.15,24.17,23.09,-0.00,-0.01,-0.00,0.26
178.6,18.45,21.44,24.43,23.19,0.00,-0.01,-0.00,0.27
178.7,18.45,21.15,24.43,23.05,-0.00,-0.00,-0.02,0.28
178.7,18.45,21.15,24.43,23.09,-0.01,-0.00,-0.01,0.30
178.8,18.45,21.15,25.20,23.14,0.01,-0.01,-0.01,0.29
178.9,18.45,21.15,24.69,23.14,-0.00,0.00,-0.01,0.31
179.0,18.45,21.15,24.69,23.14,-0.00,-0.01,-0.00,0.30
179.1,18.76,21.15,24.69,23.14,0.00,-0.00,-0.01,0.27
179.2,18.45,21.15,24.95,23.14,0.00,-0.01,-0.00,0.29
179.3,18.45,21.15,24.95,23.19,0.00,-0.01,-0.01,0.31
179.4,18.45,20.86,25.20,23.24,0.01,-0.00,-0.01,0.29
179.5,18.45,21.15,25.46,23.24,-0.00,-0.01,0.00,0.29
179.6,18.45,21.15,25.46,23.14,-0.00,-0.00,-0.00,0.31
179.7,18.45,21.15,25.46,23.14,0.00,-0.01,0.00,0.30
