T,TEMP1,TEMP2,TEMP3,TEMPMPU,ACCX,ACCY,ACCZ,LOAD
179.8,18.45,21.44,25.71,23.24,-0.01,-0.01,-0.00,0.30
179.8,18.45,21.15,25.96,23.28,-0.00,-0.01,-0.01,0.33
179.9,18.45,21.15,25.96,23.24,-0.00,-0.00,-0.01,0.34
180.0,18.45,21.15,26.20,23.33,0.00,-0.00,-0.00,0.36
180.1,18.45,21.15,26.45,23.28,0.01,-0.01,-0.01,0.39
180.2,18.76,21.15,26.70,23.24,0.00,-0.00,-0.01,0.41
180.3,18.45,21.15,26.94,23.28,0.00,-0.01,-0.00,0.41
180.4,18.45,21.15,27.18,23.38,0.01,-0.00,-0.00,0.41
180.5,18.45,20.86,27.42,23.38,0.00,-0.01,-0.01,0.40
180.6,18.45,21.15,27.42,23.38,0.00,-0.00,-0.00,0.42
180.7,18.76,21.15,27.89,23.38,-0.00,0.00,-0.00,0.44
180.8,18.45,21.15,27.89,23.28,-0.00,-0.00,0.00,0.44
180.9,18.45,21.15,28.13,23.38,0.00,0.00,-0.00,0.45
181.0,18.76,21.15,28.59,23.38,-0.00,0.00,-0.01,0.46
181.0,18.45,21.15,28.82,23.28,-0.00,0.00,-0.01,0.47
181.1,18.45,21.72,29.05,23.42,0.00,-0.01,-0.00,0.47
181.2,18.45,21.15,29.28,23.33,-0.00,-0.00,-0.01,0.48
181.3,18.45,20.86,29.95,23.38,0.00,-0.00,0.00,0.50
181.4,18.45,21.15,29.95,23.42,0.00,0.00,-0.01,0.51
181.5,18.45,21.44,30.18,23.38,0.01,-0.01,-0.02,0.52
181.6,18.45,21.15,30.40,23.33,-0.00,-0.01,-0.01,0.52
181.7,18.45,21.15,30.62,23.38,0.01,-0.01,-0.02,0.51
181.8,18.76,21.15,31.05,23.52,-0.00,0.00,-0.01,0.51
181.9,18.45,21.15,31.27,23.47,0.00,-0.00,0.00,0.53
182.0,18.45,21.15,31.48,23.52,0.01,-0.01,-0.01,0.59
182.1,18.45,21.15,32.12,23.47,-0.01,-0.00,-0.00,0.60
182.1,18.45,21.15,32.12,23.61,-0.00,-0.01,-0.01,0.61
182.3,18.45,21.44,32.54,23.52,0.01,-0.01,-0.01,0.62
182.3,18.45,21.15,32.95,23.47,0.01,-0.00,-0.00,0.63
182.4,18.76,21.15,33.16,23.66,0.00,-0.00,-0.00,0.61
182.5,18.76,21.44,33.57,23.56,0.00,-0.01,-0.00,0.64
182.6,18.76,21.44,33.97,23.56,0.00,-0.00,-0.02,0.59
182.7,18.45,21.44,34.17,23.56,0.00,-0.00,-0.00,0.59
182.8,18.76,21.44,34.77,23.52,-0.00,-0.00,-0.01,0.67
182.9,18.76,21.44,35.16,23.56,0.01,-0.00,-0.01,0.65
183.0,18.76,21.15,35.36,23.61,0.00,-0.00,-0.01,0.66
183.1,18.45,21.44,35.94,23.61,-0.00,-0.00,-0.00,0.77
183.2,18.76,21.15,36.51,23.66,0.00,0.00,-0.01,0.82
183.2,18.45,21.15,36.70,23.52,-0.00,-0.01,0.00,0.91
183.3,18.76,21.15,37.08,23.52,0.00,-0.01,-0.01,0.92
183.4,18.76,21.44,37.63,23.52,-0.00,-0.00,-0.01,0.98
183.5,18.76,21.44,38.00,23.71,0.01,-0.01,-0.01,1.11
183.6,18.45,21.44,38.37,23.56,0.01,-0.01,-0.01,1.23
183.7,18.76,21.15,38.91,23.61,-0.00,-0.00,-0.01,1.37
183.8,18.76,21.15,39.27,23.66,-0.00,-0.00,-0.00,1.48
183.9,18.76,21.15,39.63,23.61,-0.00,-0.00,-0.01,1.54
184.0,18.76,21.44,40.33,23.66,0.01,-0.00,-0.01,1.60
184.1,18.45,21.44,40.85,23.52,-0.00,-0.00,-0.01,1.69
184.2,18.76,21.44,41.20,23.71,0.01,-0.00,-0.01,1.71
184.3,18.76,21.44,41.54,23.71,-0.00,0.00,-0.00,1.77
184.4,18.76,21.44,42.05,23.61,-0.00,-0.01,-0.01,1.83
184.4,18.76,21.44,42.38,23.61,0.01,-0.01,-0.01,1.90
184.5,18.76,21.15,42.88,23.61,0.00,-0.01,-0.00,1.91
184.6,18.76,21.15,43.38,23.56,0.01,-0.00,-0.00,1.92
184.7,18.76,21.44,43.87,23.66,0.00,-0.01,-0.01,1.94
184.8,18.76,21.44,44.20,23.71,0.01,-0.01,-0.01,1.94
184.9,18.76,21.15,44.68,23.75,0.00,-0.00,-0.02,1.93
185.0,18.76,21.44,45.32,23.80,0.00,0.00,-0.00,1.95
185.1,18.76,21.44,45.64,23.85,0.00,-0.00,-0.00,1.95
185.2,18.76,21.44,45.95,23.80,-0.00,0.00,-0.02,1.95
185.3,18.45,21.44,46.42,23.75,-0.00,0.00,-0.01,1.97
185.4,18.76,21.15,46.89,23.80,0.00,-0.00,-0.00,2.03
185.5,18.76,21.44,47.20,23.80,0.00,-0.00,-0.01,2.04
185.6,18.76,21.44,47.81,23.89,0.01,-0.01,-0.01,2.03
185.6,19.07,21.44,48.12,23.85,-0.00,-0.01,-0.01,2.02
185.7,18.76,21.44,48.57,23.85,0.01,-0.00,-0.00,2.02
185.8,18.76,21.44,49.02,23.85,0.00,-0.00,-0.00,1.99
185.9,19.07,21.44,49.62,23.94,-0.00,-0.01,-0.00,1.80
186.0,18.76,21.44,49.91,23.94,0.00,-0.00,-0.01,1.59
186.1,18.76,21.44,50.35,23.94,0.01,0.00,-0.00,1.69
186.2,18.76,21.44,50.79,23.85,-0.00,-0.01,-0.01,1.82
186.3,18.45,21.44,51.09,23.94,0.00,-0.00,-0.01,1.33
186.4,19.07,21.44,51.52,23.85,0.00,-0.01,-0.01,1.08
186.5,18.76,21.44,52.10,23.85,0.01,-0.01,-0.01,1.12
186.6,18.76,21.44,52.52,23.89,0.01,-0.01,-0.01,1.09
186.6,18.76,21.44,52.81,23.89,-0.00,-0.00,-0.01,1.14
186.7,19.07,21.72,53.23,23.89,-0.01,-0.00,-0.00,1.18
186.9,19.07,21.44,53.80,23.99,0.00,-0.01,-0.01,1.21
186.9,19.07,21.44,54.08,24.04,0.01,-0.01,-0.01,1.21
187.0,19.07,21.72,54.63,23.99,0.01,-0.01,-0.00,1.19
187.1,18.76,21.44,55.05,23.94,0.00,-0.01,-0.01,1.22
187.2,19.07,21.44,55.46,23.99,-0.00,0.00,-0.01,1.30
187.3,19.07,21.44,55.87,23.94,-0.00,-0.01,-0.00,1.31
187.4,18.76,21.44,56.28,23.94,0.01,-0.00,-0.01,1.32
187.5,18.76,21.44,56.69,23.94,0.00,-0.00,-0.01,1.31
187.6,19.07,21.44,57.10,23.99,0.00,0.00,-0.01,1.21
187.7,19.07,21.44,57.50,24.04,0.00,0.00,-0.01,1.16
187.8,19.07,21.44,58.04,23.99,-0.00,-0.01,-0.01,1.17
187.8,19.07,21.72,58.31,24.13,-0.01,-0.01,-0.02,1.19
187.9,19.07,21.44,58.71,24.04,-0.00,-0.01,-0.01,1.23
188.0,19.07,21.72,59.11,24.08,0.00,0.00,-0.01,1.26
188.1,19.07,21.72,59.50,24.18,-0.00,-0.00,-0.01,1.24
188.2,18.76,21.44,60.03,24.13,-0.00,0.00,-0.02,1.24
188.3,19.07,21.72,60.29,24.13,-0.00,-0.00,-0.01,1.25
188.4,19.07,21.72,60.69,24.13,-0.00,-0.00,-0.01,1.21
188.5,19.07,21.44,61.21,24.18,-0.00,-0.01,-0.01,1.12
188.6,19.07,21.72,61.60,24.13,0.00,-0.01,-0.01,0.95
188.7,19.38,21.72,62.12,24.08,0.01,-0.01,-0.00,0.70
188.8,19.07,21.72,62.38,24.13,0.01,-0.01,-0.01,0.57
188.9,19.07,21.72,62.76,24.18,0.00,-0.00,-0.01,0.56
188.9,19.07,21.72,63.15,24.18,0.00,-0.01,-0.00,0.59
189.0,19.07,21.72,63.53,24.18,0.00,-0.01,-0.01,0.60
189.1,19.07,21.72,64.05,24.22,0.00,-0.01,-0.01,0.58
189.2,19.07,21.72,64.30,24.18,0.00,-0.01,-0.01,0.59
189.3,19.07,21.44,64.68,24.18,-0.00,-0.00,-0.00,0.61
189.4,19.07,21.72,65.19,24.18,0.00,-0.00,-0.01,0.62
189.5,19.07,21.72,65.57,24.27,-0.00,-0.01,-0.01,0.61
189.6,19.38,21.72,66.08,24.22,0.00,-0.01,-0.01,0.59
189.7,19.07,22.00,66.33,24.18,0.00,-0.01,-0.01,0.61
189.8,19.07,21.72,66.71,24.18,0.00,-0.00,-0.02,0.62
189.9,19.07,21.72,67.09,24.32,-0.00,-0.01,-0.00,0.62
190.0,19.07,21.72,67.46,24.22,0.00,-0.01,-0.01,0.62
190.0,19.07,21.72,67.84,24.18,0.00,-0.00,-0.00,0.63
190.1,19.38,21.72,68.22,24.22,0.00,-0.00,-0.00,0.63
190.2,19.07,21.72,68.47,24.27,0.00,-0.01,-0.01,0.63
190.3,19.38,22.28,68.84,24.18,0.00,0.00,-0.00,0.63
190.4,19.07,21.72,69.22,24.32,0.01,-0.01,-0.01,0.64
190.5,19.38,21.72,69.72,24.22,0.00,-0.00,-0.01,0.66
190.6,19.38,21.72,69.96,24.22,-0.00,-0.01,-0.01,0.66
190.7,19.38,21.72,70.21,24.32,-0.00,-0.00,-0.00,0.66
190.8,19.38,22.00,70.59,24.27,0.01,-0.01,-0.00,0.65
190.9,19.38,22.00,70.96,24.32,0.01,-0.01,-0.01,0.66
191.0,19.07,21.72,71.21,24.36,0.00,-0.00,-0.01,0.66
191.1,19.38,22.00,71.58,24.32,-0.00,-0.00,-0.01,0.67
191.1,19.38,22.00,71.83,24.27,-0.00,-0.01,-0.02,0.68
191.2,19.38,22.00,72.20,24.32,0.00,-0.00,-0.01,0.68
191.3,19.38,22.00,72.45,24.36,0.00,-0.00,-0.00,0.66
191.5,19.38,22.00,72.82,24.36,0.00,-0.00,-0.02,0.71
191.5,19.38,22.00,73.07,24.41,0.01,-0.00,0.00,0.73
191.6,19.38,22.00,73.32,24.46,0.00,-0.01,-0.01,0.72
191.7,19.38,22.00,73.56,24.22,0.00,-0.00,-0.01,0.70
191.8,19.38,22.00,73.93,24.41,0.00,-0.00,-0.00,0.70
191.9,19.38,22.28,74.18,24.41,0.00,-0.01,-0.02,0.70
192.0,19.38,22.00,74.43,24.36,0.01,0.00,-0.02,0.69
192.1,19.38,22.00,74.68,24.32,0.00,-0.01,-0.01,0.69
192.2,19.38,22.00,75.05,24.46,0.00,-0.01,-0.01,0.66
192.3,19.38,22.28,75.30,24.46,0.00,-0.00,-0.02,0.64
192.4,19.68,22.00,75.67,24.41,0.01,-0.01,-0.02,0.65
192.4,19.38,22.00,75.79,24.41,0.00,-0.00,-0.01,0.66
192.5,19.38,22.00,76.04,24.51,-0.00,-0.00,-0.01,0.68
192.6,19.38,22.28,76.29,24.46,0.01,-0.01,-0.02,0.68
192.7,19.38,22.28,76.53,24.36,-0.00,-0.01,-0.01,0.69
192.8,19.68,22.00,76.78,24.51,0.00,0.00,-0.01,0.67
192.9,19.38,22.28,77.03,24.55,-0.00,-0.00,0.00,0.68
193.0,19.38,22.28,77.28,24.51,0.00,-0.00,-0.01,0.66
193.1,19.38,22.28,77.52,24.51,0.01,-0.00,-0.01,0.65
193.2,19.68,22.28,77.77,24.46,0.00,-0.01,-0.01,0.66
193.3,19.38,22.28,78.02,24.51,0.01,-0.00,-0.00,0.65
193.4,19.38,22.28,78.14,24.46,-0.00,-0.00,-0.01,0.66
193.4,19.38,22.28,78.39,24.55,0.01,-0.00,-0.01,0.67
193.5,19.38,22.28,78.64,24.51,0.00,-0.00,-0.01,0.66
193.6,19.38,22.28,78.89,24.60,-0.00,0.00,-0.01,0.66
193.7,19.38,22.28,79.01,24.55,0.00,-0.00,-0.00,0.66
193.8,19.68,22.28,79.26,24.55,0.00,-0.01,-0.01,0.68
193.9,19.68,22.56,79.51,24.60,0.00,-0.01,-0.00,0.67
194.0,19.68,22.28,79.63,24.60,0.00,-0.00,-0.00,0.66
194.1,19.68,22.28,79.88,24.69,0.01,-0.00,-0.01,0.67
194.2,19.68,22.56,80.13,24.69,-0.00,-0.00,-0.01,0.67
194.3,19.68,22.56,80.26,24.65,0.00,-0.00,-0.02,0.66
194.4,19.68,22.28,80.51,24.69,0.00,-0.01,-0.02,0.69
194.5,19.68,22.56,80.63,24.55,0.00,-0.00,-0.02,0.69
194.5,19.68,22.56,80.88,24.60,0.00,-0.00,-0.01,0.69
194.6,19.68,22.56,81.01,24.74,-0.00,-0.00,-0.00,0.71
194.7,19.68,22.56,81.26,24.69,0.01,-0.00,-0.02,0.72
194.8,19.98,22.56,81.38,24.69,0.00,0.00,-0.01,0.74
194.9,19.68,22.56,81.63,24.74,0.00,-0.01,-0.01,0.76
195.0,19.68,22.56,81.76,24.65,0.00,-0.01,-0.01,0.75
195.1,19.68,22.56,82.01,24.60,0.01,0.00,-0.01,0.73
195.2,19.68,22.83,82.13,24.69,0.00,-0.00,-0.01,0.71
195.3,19.68,22.56,82.26,24.65,-0.00,-0.00,-0.02,0.72
195.4,19.68,22.56,82.51,24.79,0.00,-0.00,-0.01,0.75
195.5,19.68,22.56,82.64,24.74,0.00,0.00,-0.01,0.76
195.6,19.68,22.83,82.64,24.65,-0.00,-0.00,-0.01,0.76
195.6,19.68,22.83,82.89,24.74,-0.00,-0.00,-0.01,0.76
195.7,19.68,22.83,83.14,24.79,0.01,-0.00,-0.01,0.76
195.8,19.68,22.56,83.26,24.79,0.01,-0.00,-0.00,0.76
195.9,19.98,22.83,83.39,24.69,0.01,-0.01,-0.01,0.75
196.0,19.68,22.83,83.64,24.65,0.01,0.00,-0.01,0.72
196.1,19.98,22.83,83.77,24.65,0.00,-0.01,-0.01,0.72
196.2,19.68,22.83,83.90,24.69,0.00,-0.00,-0.01,0.76
196.3,19.68,22.83,84.02,24.69,0.00,-0.01,-0.01,0.77
196.4,19.98,22.83,84.15,24.74,0.01,-0.01,-0.01,0.79
196.5,19.98,22.83,84.27,24.65,0.01,-0.00,-0.01,0.78
196.6,19.98,22.83,84.53,24.65,0.00,-0.00,-0.01,0.77
196.7,19.98,23.10,84.65,24.74,0.00,-0.00,-0.01,0.76
196.8,19.98,22.83,84.78,24.79,0.00,-0.01,-0.01,0.79
196.8,19.98,23.10,84.91,24.79,0.00,-0.00,-0.01,0.79
197.0,19.98,22.83,85.04,24.84,0.00,-0.00,-0.01,0.77
197.0,19.98,22.83,85.16,24.69,0.00,-0.00,-0.02,0.78
197.1,19.98,23.10,85.29,24.74,0.00,-0.01,-0.00,0.79
197.2,19.98,22.83,85.42,24.74,0.00,0.00,-0.01,0.81
197.3,19.98,22.83,85.54,24.84,0.00,-0.00,-0.01,0.81
197.4,19.98,23.10,85.67,24.74,0.00,-0.01,-0.01,0.79
197.5,19.98,23.10,85.93,24.79,0.00,-0.00,-0.02,0.80
197.6,19.98,23.10,86.05,24.74,0.00,-0.01,-0.01,0.80
197.7,19.98,23.10,86.18,24.84,0.01,-0.01,-0.01,0.80
197.8,19.98,23.10,86.31,24.84,0.00,-0.00,-0.02,0.79
197.9,19.98,23.10,86.44,24.84,0.00,-0.01,-0.01,0.79
197.9,19.98,23.10,86.57,24.84,0.00,-0.00,-0.00,0.80
198.0,19.98,23.10,86.69,24.74,0.01,-0.01,-0.01,0.80
198.1,19.98,23.10,86.69,24.79,-0.00,-0.00,-0.01,0.82
198.2,19.98,23.10,86.82,24.84,0.00,0.00,-0.01,0.82
198.3,19.98,23.10,86.95,24.84,-0.00,-0.00,-0.01,0.80
198.4,20.28,23.10,87.08,24.84,0.00,-0.01,-0.01,0.80
198.5,20.28,23.10,87.21,24.84,0.00,-0.01,-0.00,0.82
198.6,20.28,23.37,87.34,24.88,-0.00,-0.00,-0.01,0.82
198.7,20.28,23.37,87.47,24.93,0.00,-0.01,-0.01,0.81
198.8,20.28,23.37,87.59,24.93,0.01,-0.00,-0.02,0.81
198.9,20.28,23.10,87.72,24.98,0.00,-0.00,-0.02,0.80
199.0,20.28,23.37,87.72,24.84,-0.00,-0.00,-0.01,0.79
199.0,20.28,23.37,87.85,24.93,0.00,-0.00,-0.01,0.77
199.1,20.28,23.10,87.98,25.02,0.01,-0.01,-0.01,0.79
199.2,20.28,23.37,88.11,24.98,0.00,-0.01,-0.02,0.82
199.3,20.28,23.37,88.24,24.88,0.00,-0.00,-0.01,0.82
199.4,20.28,23.64,88.24,24.88,0.01,-0.00,-0.01,0.83
199.5,20.28,23.37,88.37,24.88,-0.01,-0.00,-0.01,0.82
199.6,20.28,23.37,88.50,24.84,0.01,-0.00,-0.01,0.82
199.7,20.28,23.37,88.63,24.93,0.00,-0.00,-0.01,0.81
199.8,20.57,23.37,88.63,24.88,0.01,0.00,-0.02,0.81
199.9,19.98,23.37,88.76,25.02,0.00,-0.01,-0.01,0.82
200.0,20.57,23.37,88.89,24.93,-0.00,-0.00,-0.02,0.85
200.1,20.28,23.64,88.89,24.88,0.00,-0.00,-0.01,0.87
200.1,20.28,23.37,89.02,24.88,-0.00,-0.00,-0.02,0.88
200.2,20.57,23.64,89.15,24.98,0.00,-0.00,-0.01,0.89
200.3,20.57,23.64,89.28,24.93,-0.00,-0.00,-0.01,0.89
200.4,20.28,23.64,89.28,24.93,0.00,-0.00,-0.01,0.90
200.5,20.57,23.64,89.41,24.93,0.01,-0.00,-0.01,0.91
200.6,20.57,23.91,89.54,24.93,0.00,-0.00,-0.01,0.86
200.7,20.28,23.64,89.54,24.98,0.01,-0.01,-0.01,0.83
200.8,20.57,23.64,89.67,24.93,0.01,-0.00,-0.02,0.85
200.9,20.57,23.91,89.67,24.84,-0.00,-0.00,-0.01,0.86
201.0,20.57,23.91,89.80,24.98,0.01,-0.00,-0.01,0.87
201.1,20.57,23.64,89.80,25.07,0.01,-0.01,-0.02,0.87
201.2,20.57,23.64,89.93,25.02,0.01,-0.01,-0.02,0.86
201.3,20.28,23.91,90.06,25.02,-0.00,-0.01,-0.00,0.86
201.3,20.57,23.91,90.19,25.12,-0.00,-0.01,-0.01,0.85
201.4,20.57,23.91,90.19,25.02,0.01,0.00,-0.02,0.84
201.6,20.57,23.91,90.33,25.07,0.00,0.00,-0.01,0.83
201.6,20.57,23.91,90.33,25.02,0.00,-0.01,-0.01,0.83
201.7,20.86,23.91,90.46,25.02,0.01,-0.00,-0.01,0.84
201.8,20.57,23.91,90.59,25.07,0.00,-0.00,-0.01,0.85
201.9,20.57,23.91,90.59,25.07,0.00,-0.01,-0.01,0.86
202.0,20.86,23.91,90.72,25.02,-0.00,0.00,-0.01,0.86
202.1,20.57,23.91,90.72,25.02,0.01,-0.00,-0.01,0.87
202.2,20.86,24.17,90.85,25.07,0.00,-0.01,-0.01,0.87
202.3,20.86,23.91,90.85,25.07,0.00,-0.01,-0.02,0.87
202.4,20.86,24.17,90.98,25.02,0.00,-0.00,-0.01,0.86
202.5,20.86,24.43,91.12,25.07,0.00,-0.00,-0.02,0.87
202.5,20.86,24.17,91.12,25.12,0.00,-0.01,-0.01,0.86
202.6,20.86,24.17,91.12,25.21,0.01,-0.00,-0.01,0.86
202.7,20.86,24.43,91.25,25.07,0.00,-0.01,-0.01,0.87
202.8,20.86,24.17,91.38,25.07,-0.00,0.00,-0.01,0.87
202.9,20.86,24.17,91.38,25.02,0.00,-0.00,-0.02,0.86
203.0,20.86,24.17,91.38,25.07,0.00,-0.00,-0.02,0.86
203.1,20.86,24.43,91.64,25.16,0.00,-0.00,-0.01,0.87
203.2,21.15,24.43,91.64,25.12,0.01,-0.01,-0.01,0.87
203.3,20.86,24.43,91.78,25.21,-0.00,-0.01,-0.01,0.87
203.4,21.15,24.43,91.78,25.21,-0.00,-0.00,-0.02,0.85
203.5,20.86,24.43,91.91,25.21,-0.00,-0.01,-0.02,0.85
203.5,21.15,24.43,91.91,25.21,0.01,-0.00,-0.01,0.86
203.6,21.15,24.43,92.04,25.16,0.00,-0.01,-0.01,0.85
203.7,20.86,24.43,92.04,25.16,-0.00,-0.01,-0.01,0.85
203.8,21.15,24.43,92.18,25.31,0.00,0.01,-0.01,0.87
203.9,20.86,24.43,92.18,25.12,0.01,-0.01,-0.01,0.87
204.0,21.15,24.69,92.31,25.21,0.00,-0.01,-0.01,0.88
204.1,21.15,24.43,92.31,25.31,0.01,-0.00,-0.01,0.87
204.2,21.15,24.69,92.44,25.21,-0.00,-0.01,-0.01,0.86
204.3,21.15,24.69,92.44,25.35,0.01,-0.00,-0.01,0.85
204.4,21.15,24.69,92.58,25.26,0.00,-0.00,-0.02,0.86
204.5,21.15,24.69,92.58,25.26,0.01,-0.01,-0.01,0.87
204.6,21.15,24.69,92.58,25.26,0.01,-0.00,-0.02,0.88
204.6,21.44,24.69,92.71,25.40,0.00,-0.00,-0.01,0.88
204.7,21.44,24.69,92.71,25.26,0.01,-0.00,-0.01,0.88
204.8,21.15,24.69,92.84,25.31,0.00,-0.00,-0.02,0.88
204.9,21.15,24.95,92.84,25.35,-0.00,-0.01,-0.01,0.87
205.0,21.15,24.69,92.98,25.26,0.00,-0.01,-0.01,0.88
205.1,21.15,24.69,92.98,25.21,0.01,0.00,-0.01,0.87
205.2,21.44,24.95,93.11,25.35,0.00,-0.01,-0.01,0.86
205.3,21.15,24.95,93.11,25.26,-0.00,-0.01,-0.01,0.86
205.4,21.44,24.95,93.11,25.26,-0.00,-0.01,-0.00,0.86
205.5,21.44,24.95,93.25,25.31,0.00,-0.00,-0.01,0.88
205.6,21.44,24.95,93.25,25.35,0.00,-0.00,-0.01,0.88
205.7,21.44,24.95,93.38,25.35,0.00,-0.00,-0.01,0.87
205.8,21.44,24.69,93.38,25.35,0.01,-0.01,-0.01,0.86
205.8,21.44,24.95,93.38,25.40,0.01,-0.01,-0.01,0.87
205.9,21.44,24.95,93.52,25.45,0.00,0.00,-0.01,0.87
206.0,21.44,25.20,93.52,25.35,-0.00,-0.01,-0.02,0.85
206.1,21.44,25.46,93.52,25.45,0.00,-0.01,-0.01,0.83
206.2,21.44,25.20,93.65,25.26,-0.00,-0.00,-0.01,0.83
206.3,21.72,25.20,93.65,25.49,0.00,-0.00,-0.01,0.85
206.4,21.44,25.20,93.65,25.40,-0.00,-0.01,-0.01,0.84
206.5,21.44,25.46,93.79,25.40,-0.00,-0.01,-0.01,0.83
206.6,21.44,25.20,93.79,25.40,0.01,-0.01,-0.02,0.83
206.7,21.44,25.20,93.79,25.45,0.00,-0.01,-0.02,0.82
206.8,21.44,25.20,93.92,25.40,0.00,-0.00,-0.01,0.80
206.9,21.44,25.46,93.92,25.49,0.01,-0.01,-0.02,0.81
206.9,21.72,25.46,93.92,25.45,0.00,-0.00,-0.01,0.82
207.1,21.72,25.46,94.06,25.40,0.00,-0.01,-0.02,0.84
207.1,21.44,25.46,94.06,25.45,0.00,-0.01,-0.02,0.85
207.2,21.72,25.46,94.06,25.40,0.01,-0.00,-0.01,0.83
207.3,21.72,25.46,94.06,25.40,-0.00,-0.01,-0.02,0.81
207.4,21.72,25.46,94.06,25.49,0.00,-0.01,-0.02,0.81
207.5,21.72,25.46,94.19,25.45,0.00,-0.01,-0.01,0.82
207.6,21.72,25.46,94.19,25.45,0.01,-0.00,-0.01,0.81
207.7,22.00,25.46,94.33,25.40,0.01,-0.00,-0.01,0.81
207.8,21.72,25.46,94.33,25.49,0.00,-0.01,-0.02,0.81
207.9,21.72,25.71,94.33,25.49,-0.00,-0.01,-0.01,0.83
208.0,22.00,25.71,94.33,25.45,0.01,-0.00,-0.01,0.84
208.0,21.72,25.71,94.33,25.54,0.00,-0.01,-0.01,0.85
208.1,22.00,25.71,94.46,25.45,0.00,-0.00,-0.01,0.85
208.2,22.00,25.71,94.46,25.49,0.00,-0.01,-0.02,0.85
208.3,21.72,25.71,94.46,25.49,0.01,-0.01,-0.02,0.87
208.4,22.00,25.71,94.60,25.54,0.00,-0.00,-0.02,0.87
208.5,22.00,25.71,94.60,25.45,0.00,-0.01,-0.01,0.87
208.6,22.00,25.71,94.60,25.49,0.00,-0.00,-0.02,0.87
208.7,22.00,25.96,94.60,25.54,0.00,-0.00,-0.01,0.87
208.8,22.00,25.96,94.60,25.40,0.01,0.00,-0.01,0.88
208.9,22.28,25.96,94.60,25.54,-0.00,-0.01,-0.00,0.87
209.0,22.00,25.96,94.60,25.45,0.00,-0.00,-0.01,0.86
209.1,22.00,25.96,94.60,25.49,0.00,-0.00,-0.01,0.86
209.1,22.00,25.96,94.74,25.59,0.00,-0.00,-0.00,0.86
209.2,22.00,25.96,94.74,25.45,0.00,0.00,-0.02,0.86
209.3,22.56,25.96,94.74,25.49,-0.00,-0.00,-0.01,0.85
209.4,22.28,25.96,94.74,25.54,0.00,-0.00,-0.01,0.84
209.5,22.28,25.71,94.74,25.49,0.01,-0.01,-0.02,0.84
209.6,22.28,26.20,94.74,25.49,0.00,-0.01,-0.01,0.83
209.7,22.28,26.20,94.74,25.54,0.01,-0.01,-0.02,0.83
209.8,22.28,26.20,94.74,25.45,0.01,-0.00,-0.01,0.84
209.9,22.28,26.20,94.74,25.49,0.01,-0.01,-0.01,0.86
210.0,22.28,26.20,94.74,25.49,0.00,-0.01,-0.01,0.87
210.1,22.28,26.20,94.74,25.54,0.01,-0.00,-0.02,0.87
210.2,22.28,26.20,94.74,25.45,0.00,-0.01,-0.01,0.86
210.2,22.28,26.45,95.01,25.59,0.00,-0.01,-0.02,0.87
210.3,22.28,26.45,94.87,25.64,-0.00,-0.00,-0.01,0.87
210.4,22.28,26.45,94.87,25.49,-0.00,-0.00,-0.02,0.88
210.5,22.28,26.45,94.87,25.49,0.00,-0.00,-0.01,0.87
210.6,22.83,26.45,94.87,25.54,0.00,-0.00,-0.01,0.86
210.7,22.56,26.45,94.87,25.64,0.00,-0.00,-0.02,0.87
210.8,22.56,26.45,94.87,25.59,0.00,-0.00,-0.01,0.86
210.9,22.56,26.45,94.87,25.59,0.00,-0.00,-0.02,0.89
211.0,22.56,26.70,94.87,25.54,0.00,-0.01,-0.02,0.89
211.1,22.28,26.70,94.87,25.59,0.01,-0.00,-0.01,0.89
211.2,22.28,26.45,94.87,25.68,0.00,-0.00,-0.02,0.87
211.3,22.56,26.45,94.87,25.49,0.00,-0.00,-0.02,0.88
211.3,22.56,26.70,94.87,25.64,0.00,0.00,-0.01,0.85
211.4,22.56,26.70,95.01,25.54,0.00,-0.00,-0.01,0.88
211.5,22.83,26.70,95.01,25.64,-0.00,-0.00,-0.02,0.87
211.7,22.56,26.70,95.01,25.59,0.01,-0.00,-0.02,0.87
211.7,22.56,26.70,95.01,25.54,0.00,-0.00,-0.01,0.87
211.8,22.56,26.70,95.01,25.64,-0.00,-0.01,-0.02,0.88
211.9,23.10,26.70,95.01,25.64,-0.00,-0.00,-0.01,0.90
212.0,22.56,26.70,95.01,25.59,0.01,-0.01,-0.02,0.88
212.1,22.56,26.70,95.01,25.59,0.00,-0.01,-0.01,0.87
212.2,22.56,26.94,95.14,25.64,0.01,-0.01,-0.02,0.86
212.3,22.56,26.70,95.14,25.68,-0.00,-0.00,-0.02,0.90
212.4,22.83,26.94,95.14,25.59,0.01,-0.00,-0.02,0.94
212.5,22.83,26.94,95.14,25.54,0.00,-0.00,-0.02,0.90
212.6,22.83,26.94,95.14,25.64,0.00,-0.01,-0.01,0.85
212.6,22.83,26.94,95.14,25.54,0.00,-0.00,-0.00,0.88
212.7,22.83,26.94,95.14,25.64,0.00,-0.00,-0.02,0.89
212.8,22.83,26.94,95.14,25.54,0.00,-0.01,-0.01,0.86
212.9,22.83,26.94,95.14,25.68,0.00,-0.00,-0.01,0.90
213.0,22.83,26.94,95.14,25.73,-0.00,-0.01,-0.01,0.91
213.1,22.83,26.94,95.28,25.49,-0.00,0.00,-0.01,0.90
213.2,22.83,27.18,95.28,25.68,0.00,-0.01,-0.01,0.89
