T+,TEMP1,TEMP2,TEMP3,LOAD,PRESSURE,VALVE
-46.1,19.38,18.76,13.7,-0.02,1.01,0
-46.0,19.38,18.76,13.33,-0.02,1.01,0
-45.9,19.38,19.07,13.7,-0.03,1.01,0
-45.8,19.07,18.76,13.33,-0.02,1.01,0
-45.7,19.07,19.07,13.7,-0.02,1.01,0
-45.6,19.38,19.07,13.7,-0.02,1.01,0
-45.5,19.38,19.07,14.43,-0.01,1.01,0
-45.4,19.38,19.07,13.33,-0.02,1.01,0
-45.4,19.38,19.07,13.33,-0.02,1.01,0
-45.3,19.38,18.76,13.33,-0.01,1.01,0
-45.2,19.38,19.07,13.33,-0.01,1.01,0
-45.1,19.38,18.76,13.7,-0.01,1.01,0
-45.0,19.38,19.38,13.7,-0.01,1.1,0
-44.9,19.07,19.07,14.07,-0.01,1.01,0
-44.8,19.38,19.07,13.33,-0.0,1.01,0
-44.7,18.76,18.76,13.7,-0.0,1.01,0
-44.6,19.38,19.07,13.7,-0.0,1.01,0
-44.5,19.07,18.76,13.33,-0.0,1.01,0
-44.4,19.07,18.76,14.07,-0.0,1.01,0
-44.3,19.07,18.76,13.33,0.0,1.01,0
-44.3,19.07,18.76,13.7,0.01,1.01,0
-44.2,19.38,19.07,14.07,0.0,1.01,0
-44.1,19.07,19.07,13.33,0.01,0.93,0
-44.0,19.07,19.07,13.33,0.01,1.01,0
-43.9,19.38,18.76,13.33,0.01,1.01,0
-43.8,19.07,19.07,13.7,0.01,1.01,0
-43.7,19.38,18.76,13.7,0.01,0.93,0
-43.6,19.07,18.76,14.07,0.01,1.01,0
-43.5,19.07,19.07,13.33,0.01,1.01,0
-43.4,19.07,19.07,14.07,0.01,1.01,0
-43.3,19.38,19.07,13.33,0.01,1.01,0
-43.2,19.38,19.07,13.7,0.02,1.01,0
-43.1,19.38,18.76,13.33,0.02,1.01,0
-43.1,19.38,19.38,13.33,0.02,1.01,0
-43.0,19.07,18.45,13.33,0.01,1.01,0
-42.9,19.38,19.07,13.7,0.01,0.93,0
-42.8,19.38,19.07,13.7,0.01,1.01,0
-42.7,19.07,18.76,13.7,0.01,1.01,0
-42.6,18.45,19.07,13.7,0.01,1.01,0
-42.5,19.38,19.07,13.7,-0.01,1.01,0
-42.4,19.38,18.76,13.33,-0.01,1.01,0
-42.3,18.76,18.76,13.33,-0.01,1.01,0
-42.2,19.38,18.76,13.33,-0.02,1.01,0
-42.1,19.07,19.07,13.7,-0.01,1.01,0
-42.0,19.38,19.07,13.7,-0.01,1.01,0
-41.9,19.07,19.07,13.7,-0.01,1.01,0
-41.9,19.38,18.76,13.33,-0.01,0.93,0
-41.8,19.38,19.38,13.33,-0.01,1.01,0
-41.7,19.38,18.76,12.95,-0.0,1.01,0
-41.6,19.38,18.76,13.33,0.0,1.01,0
-41.5,19.38,19.07,12.95,0.01,1.01,0
-41.4,19.38,19.07,13.7,0.0,1.01,0
-41.3,19.38,19.07,12.95,-0.0,1.01,0
-41.2,19.38,19.07,13.7,-0.0,1.01,0
-41.1,19.07,18.76,13.33,-0.0,1.01,0
-41.0,19.38,18.45,13.7,-0.0,1.01,0
-40.9,19.07,19.07,13.7,0.0,1.01,0
-40.8,18.76,19.07,13.7,0.0,1.01,0
-40.7,19.07,18.45,13.7,-0.0,1.01,0
-40.7,19.68,19.07,13.7,-0.0,1.01,0
-40.6,19.38,19.07,13.33,0.0,1.01,0
-40.5,19.38,18.76,13.7,-0.0,1.01,0
-40.4,19.38,18.76,14.07,-0.0,1.01,0
-40.3,19.07,19.07,13.33,-0.0,1.01,0
-40.2,19.38,19.07,13.7,0.0,0.93,0
-40.1,19.38,18.76,13.7,-0.0,1.01,0
-40.0,19.07,19.07,13.7,-0.01,1.01,0
-39.9,19.68,18.76,13.33,-0.01,1.01,0
-39.8,19.38,18.45,13.33,-0.01,1.01,0
-39.7,19.68,19.07,13.7,-0.01,1.01,0
-39.6,19.38,18.76,13.33,-0.01,1.01,0
-39.5,19.38,18.45,13.7,-0.01,1.01,0
-39.5,19.38,18.76,13.33,-0.0,1.01,0
-39.4,19.07,19.07,13.7,-0.0,1.01,0
-39.3,19.38,18.76,13.33,0.0,1.01,0
-39.2,19.68,19.07,13.33,-0.0,1.01,0
-39.1,19.38,18.76,13.33,-0.0,0.93,0
-39.0,19.38,18.76,13.7,-0.01,1.01,0
-38.9,19.38,19.38,13.33,-0.02,1.01,0
-38.8,19.38,19.07,13.33,-0.02,1.01,0
-38.7,19.38,18.76,13.7,-0.02,1.01,0
-38.6,19.38,19.38,13.33,-0.02,1.01,0
-38.5,19.38,19.07,13.7,-0.03,1.01,0
-38.4,19.07,19.07,13.7,-0.04,1.01,0
-38.3,19.38,19.07,13.33,-0.03,1.01,0
-38.3,19.38,19.07,13.33,-0.03,1.01,0
-38.2,19.38,19.07,13.33,-0.02,1.01,0
-38.1,19.38,19.07,13.7,-0.02,1.01,0
-38.0,19.38,18.45,12.95,-0.03,1.01,0
-37.9,19.07,19.07,13.7,-0.03,1.01,0
-37.8,19.38,19.07,13.33,-0.03,1.01,0
-37.7,19.38,19.07,13.7,-0.02,1.01,0
-37.6,19.38,19.07,13.7,-0.02,1.01,0
-37.5,19.38,19.07,13.33,-0.02,1.01,0
-37.4,19.38,18.76,13.7,-0.03,0.93,0
-37.3,19.38,19.07,13.33,-0.02,1.01,0
-37.2,19.38,18.76,13.33,-0.02,1.01,0
-37.2,19.38,18.45,13.7,-0.02,1.01,0
-37.1,19.07,19.38,13.33,-0.01,1.01,0
-37.0,19.38,19.07,13.7,-0.02,1.01,0
-36.9,19.38,19.07,13.33,-0.03,1.01,0
-36.8,19.38,19.07,13.33,-0.02,1.01,0
-36.7,19.38,18.76,13.7,-0.01,1.01,0
-36.6,19.38,18.76,13.7,-0.02,1.01,0
-36.5,19.38,19.07,13.7,-0.02,1.01,0
-36.4,19.07,18.76,13.7,-0.02,1.01,0
-36.3,19.38,18.76,14.07,-0.02,0.93,0
-36.2,18.76,19.07,13.7,-0.02,1.01,0
-36.1,19.68,19.07,13.7,-0.03,1.01,0
-36.1,19.38,19.07,13.33,-0.02,1.01,0
-36.0,19.38,18.76,13.33,-0.02,1.01,0
-35.9,19.07,18.76,13.7,-0.02,1.01,0
-35.8,19.38,19.07,13.7,-0.02,1.01,0
-35.7,19.38,18.76,13.33,-0.02,1.01,0
-35.6,19.38,18.45,13.7,-0.02,1.01,0
-35.5,19.07,19.07,13.7,-0.02,1.01,0
-35.4,19.38,18.76,13.33,-0.02,1.01,0
-35.3,19.38,19.68,13.7,-0.02,1.01,0
-35.2,19.38,18.76,12.95,-0.01,1.01,0
-35.1,19.38,18.76,13.33,-0.01,1.01,0
-35.0,19.38,19.07,13.33,-0.01,1.01,0
-34.9,19.38,19.07,13.33,-0.01,1.01,0
-34.9,19.38,19.07,13.7,-0.01,1.01,0
-34.8,19.07,18.76,13.33,-0.01,1.01,0
-34.7,19.38,19.38,13.7,-0.01,1.01,0
-34.6,19.38,18.76,13.33,-0.01,1.01,0
-34.5,19.07,18.76,14.43,-0.01,1.01,0
-34.4,19.38,18.76,12.95,-0.01,1.01,0
-34.3,19.38,18.76,12.95,-0.01,1.01,0
-34.2,19.68,18.76,13.33,-0.01,1.01,0
-34.1,19.38,19.07,13.33,-0.01,1.01,0
-34.0,19.68,19.07,13.7,-0.01,0.93,0
-33.9,19.38,19.07,13.7,-0.01,1.01,0
-33.8,19.07,19.38,13.7,-0.01,0.93,0
-33.7,19.07,18.76,13.7,-0.01,1.01,0
-33.7,19.38,19.07,14.43,-0.01,1.01,0
-33.6,19.07,19.07,13.7,-0.01,1.01,0
-33.5,19.38,18.76,13.7,-0.01,1.01,0
-33.4,19.68,18.76,13.7,-0.01,1.01,0
-33.3,19.38,18.76,13.33,-0.0,1.01,0
-33.2,19.38,19.07,13.7,-0.01,1.01,0
-33.1,19.38,19.68,13.33,-0.01,1.01,0
-33.0,19.68,19.07,13.7,-0.01,1.01,0
-32.9,19.07,19.07,13.33,-0.01,1.01,0
-32.8,19.38,18.76,13.33,-0.01,1.01,0
-32.7,19.07,19.38,14.07,-0.01,1.01,0
-32.6,19.38,19.07,13.33,-0.01,1.01,0
-32.5,19.07,19.38,13.33,-0.01,1.01,0
-32.5,19.38,19.07,13.33,-0.01,1.01,0
-32.4,19.07,19.07,12.95,-0.01,1.01,0
-32.3,19.38,19.38,13.7,-0.01,1.01,0
-32.2,19.38,19.07,13.33,-0.01,1.01,0
-32.1,19.98,19.07,13.33,-0.01,1.01,0
-32.0,19.38,19.07,13.33,-0.01,1.01,0
-31.9,19.68,19.38,13.33,-0.0,1.01,0
-31.8,19.68,19.07,13.7,-0.01,1.01,0
-31.7,19.38,19.07,13.7,-0.0,1.01,0
-31.6,18.76,19.07,13.7,-0.0,1.01,0
-31.5,19.38,18.76,13.7,-0.01,1.01,0
-31.4,19.38,19.38,13.7,-0.0,1.01,0
-31.3,19.38,19.07,13.7,-0.01,1.01,0
-31.3,19.68,19.07,14.43,-0.0,1.01,0
-31.2,19.38,19.38,13.7,-0.0,1.01,0
-31.1,19.38,19.07,13.7,0.0,1.01,0
-31.0,19.07,19.07,13.7,-0.0,1.01,0
-30.9,19.38,19.38,13.33,-0.0,1.01,0
-30.8,19.38,19.07,12.95,-0.0,1.01,0
-30.7,19.98,19.07,14.07,-0.01,1.01,0
-30.6,19.38,19.38,13.33,-0.01,1.01,0
-30.5,19.07,19.07,13.7,-0.01,1.01,0
-30.4,19.38,19.07,13.7,-0.0,1.01,0
-30.3,19.68,19.07,13.7,0.0,1.01,0
-30.2,19.38,19.38,13.33,0.0,1.01,0
-30.2,19.38,19.38,13.7,0.0,1.01,0
-30.1,19.38,19.38,13.7,0.0,1.01,0
-30.0,19.38,18.76,13.33,0.0,1.01,0
-29.9,19.07,19.07,13.33,0.0,1.01,0
-29.8,19.38,19.38,13.7,0.0,1.01,0
-29.7,19.38,19.07,13.7,0.0,1.01,0
-29.6,19.38,19.07,13.33,0.0,1.01,0
-29.5,19.38,18.76,13.33,-0.0,1.01,0
-29.4,19.07,19.07,13.33,-0.0,1.01,0
-29.3,19.68,19.07,13.33,-0.0,1.01,0
-29.2,19.38,19.07,13.7,0.0,1.01,0
-29.1,19.38,19.07,13.7,0.0,1.01,0
-29.1,19.38,19.07,13.7,0.0,1.01,0
-29.0,19.38,19.07,13.33,0.01,1.01,0
-28.9,19.38,19.07,13.33,0.0,1.01,0
-28.8,19.38,19.07,13.33,0.0,1.01,0
-28.7,19.98,19.07,13.33,0.01,1.01,0
-28.6,19.68,19.07,13.33,0.01,1.01,0
-28.5,19.68,18.76,13.33,0.01,1.01,0
-28.4,19.68,19.07,13.7,0.01,1.01,0
-28.3,19.38,19.07,13.33,0.01,1.01,0
-28.2,19.38,18.76,13.33,0.01,1.01,0
-28.1,19.68,19.07,13.7,0.01,1.01,0
-28.0,19.38,19.07,13.33,0.01,1.1,0
-27.9,19.38,19.07,13.33,0.01,1.01,0
-27.9,19.07,19.07,13.33,0.01,1.01,0
-27.8,19.68,19.07,13.33,0.01,1.01,0
-27.7,18.76,19.07,12.95,0.01,1.01,0
-27.6,19.38,19.07,13.7,0.01,1.01,0
-27.5,18.76,19.38,13.7,0.02,1.01,0
-27.4,19.07,18.76,13.7,0.02,1.01,0
-27.3,19.38,18.76,13.7,0.02,1.01,0
-27.2,19.38,18.76,13.7,0.02,1.01,0
-27.1,19.68,19.07,13.33,0.02,1.01,0
-27.0,19.38,18.76,13.33,0.02,1.01,0
-26.9,19.38,18.76,13.7,0.02,1.01,0
-26.8,19.68,18.76,13.33,0.01,1.01,0
-26.7,19.68,19.07,13.7,0.01,1.01,0
-26.7,19.68,19.07,13.33,0.02,1.01,0
-26.6,19.38,19.07,13.7,0.02,1.01,0
-26.5,19.38,19.07,13.7,0.02,1.01,0
-26.4,19.38,19.07,12.95,0.02,1.01,0
-26.3,19.38,19.07,13.33,0.02,1.01,0
-26.2,19.38,19.07,13.7,0.02,1.01,0
-26.1,19.38,18.76,13.7,0.03,0.93,0
-26.0,19.68,19.07,13.7,0.04,1.01,0
-25.9,19.68,19.07,13.33,0.04,1.01,0
-25.8,19.68,19.07,13.33,0.04,1.01,0
-25.7,19.38,19.07,13.33,0.04,1.01,0
-25.6,19.07,19.07,13.7,0.05,1.01,0
-25.5,19.38,18.76,13.7,0.04,1.01,0
-25.5,19.38,18.76,13.7,0.04,0.93,0
-25.4,19.38,18.76,13.7,0.05,1.01,0
-25.3,19.68,18.14,13.7,0.04,1.01,0
-25.2,19.38,19.07,13.33,0.04,1.01,0
-25.1,19.68,18.76,13.7,0.03,1.01,0
-25.0,19.68,18.76,13.33,0.03,1.01,0
-24.9,19.98,18.76,13.33,0.03,1.01,0
-24.8,19.68,19.07,13.7,0.03,1.01,0
-24.7,19.38,18.76,13.7,0.03,1.01,0
-24.6,19.38,18.76,13.7,0.03,1.01,0
-24.5,19.68,19.38,13.7,0.03,1.01,0
-24.4,19.38,19.07,14.07,0.03,1.01,0
-24.3,19.98,19.07,13.33,0.03,1.01,0
-24.3,19.07,18.76,13.33,0.03,0.93,0
-24.2,19.68,19.07,13.7,0.03,1.01,0
-24.1,19.38,18.76,14.07,0.03,1.01,0
-24.0,19.38,19.07,14.07,0.03,1.01,0
-23.9,19.68,19.07,13.33,0.03,1.01,0
-23.8,19.68,19.38,13.7,0.04,1.01,0
-23.7,19.38,18.76,13.33,0.03,1.01,0
-23.6,19.38,18.76,13.33,0.03,1.01,0
-23.5,20.28,18.76,13.7,0.04,1.01,0
-23.4,19.68,18.76,13.7,0.04,1.01,0
-23.3,19.68,18.45,13.33,0.04,1.01,0
-23.2,19.68,19.07,13.7,0.03,1.01,0
-23.2,19.68,18.76,13.33,0.03,1.01,0
-23.1,19.38,18.76,13.7,0.04,0.93,0
-23.0,19.68,19.38,13.33,0.03,1.01,0
-22.9,20.28,19.07,13.33,0.03,1.01,0
-22.8,19.68,19.07,13.33,0.03,1.01,0
-22.7,19.38,19.07,13.7,0.03,1.01,0
-22.6,19.38,18.76,13.33,0.03,1.01,0
-22.5,19.68,18.76,13.33,0.02,1.01,0
-22.4,19.68,18.76,13.33,0.03,1.01,0
-22.3,19.68,19.07,13.7,0.03,1.01,0
-22.2,19.07,19.07,13.33,0.03,1.01,0
-22.1,19.68,19.07,14.07,0.03,1.01,0
-22.0,19.68,18.76,13.7,0.03,1.01,0
-22.0,19.68,18.76,14.07,0.03,0.93,0
-21.9,19.68,18.76,13.33,0.03,1.01,0
-21.8,19.38,18.76,13.7,0.03,1.01,0
-21.7,19.68,18.76,13.33,0.03,1.01,0
-21.5,19.68,19.07,13.7,0.02,1.01,0
-21.4,19.68,18.76,13.33,0.02,0.93,0
-21.3,19.38,19.07,13.33,0.02,1.01,0
-21.2,19.68,19.07,13.7,0.02,1.01,0
-21.1,19.68,19.07,13.33,0.03,1.01,0
-21.0,19.38,19.07,13.33,0.03,1.01,0
-20.9,19.38,19.07,13.7,0.03,1.01,0
-20.8,19.68,19.07,13.33,0.03,1.01,0
-20.8,20.28,18.76,13.7,0.03,1.01,0
-20.7,19.38,19.07,13.7,0.03,1.01,0
-20.6,19.38,19.07,13.33,0.03,1.01,0
-20.5,19.68,18.76,14.07,0.03,1.01,0
-20.4,19.68,19.07,13.33,0.04,1.01,0
-20.3,19.38,18.76,13.7,0.04,1.01,0
-20.2,19.68,18.76,14.07,0.04,1.01,0
-20.1,19.38,18.76,14.07,0.04,1.01,0
-20.0,19.98,18.76,13.33,0.05,1.01,0
-19.9,19.68,19.07,13.7,0.04,1.01,0
-19.8,19.68,19.38,13.33,0.04,0.93,0
-19.7,19.68,18.76,12.95,0.04,1.01,0
-19.7,19.38,18.76,13.33,0.04,1.01,0
-19.6,19.38,18.76,14.43,0.04,1.01,0
-19.5,19.68,18.76,13.7,0.03,1.1,0
-19.4,19.68,19.07,13.33,0.03,1.01,0
-19.3,19.68,18.76,14.07,0.04,0.93,0
-19.2,19.68,19.38,13.7,0.03,1.01,0
-19.1,19.68,18.76,14.43,0.04,1.01,0
-19.0,19.68,18.76,13.7,0.04,1.01,0
-18.9,19.68,19.38,14.43,0.04,1.01,0
-18.8,20.28,19.07,13.7,0.04,0.93,0
-18.7,19.68,19.07,13.33,0.03,1.01,0
-18.6,19.98,18.76,13.33,0.03,1.01,0
-18.5,19.38,18.76,13.7,0.04,1.01,0
-18.5,19.98,19.38,12.95,0.04,1.01,0
-18.4,19.98,19.38,13.7,0.04,1.01,0
-18.3,19.38,18.14,13.7,0.04,1.01,0
-18.2,19.68,19.07,13.7,0.04,1.01,0
-18.1,19.68,19.38,13.7,0.04,1.01,0
-18.0,19.68,19.07,13.7,0.04,1.01,0
-17.9,19.98,19.38,13.33,0.04,1.01,0
-17.8,19.68,19.07,14.07,0.04,1.01,0
-17.7,19.98,19.07,13.7,0.04,1.01,0
-17.6,19.68,19.07,13.33,0.04,0.93,0
-17.5,19.68,19.07,13.33,0.04,1.01,0
-17.4,19.68,19.38,13.33,0.04,0.93,0
-17.3,19.07,19.38,13.33,0.04,1.01,0
-17.3,19.68,19.07,13.33,0.04,1.01,0
-17.2,19.98,19.38,13.7,0.05,1.01,0
-17.1,19.68,19.38,14.07,0.05,1.01,0
-17.0,19.38,19.07,14.07,0.05,1.01,0
-16.9,19.68,19.38,13.33,0.05,1.01,0
-16.8,19.68,19.07,14.07,0.05,1.01,0
-16.7,19.98,19.38,13.7,0.05,1.01,0
-16.6,20.28,19.07,13.33,0.05,1.01,0
-16.5,19.07,19.38,14.07,0.05,0.93,0
-16.4,19.98,19.07,13.7,0.05,0.93,0
-16.3,19.68,19.07,13.7,0.05,1.01,0
-16.2,20.28,19.38,14.07,0.05,1.01,0
-16.1,19.38,19.38,13.7,0.05,1.01,0
-16.1,19.38,18.76,13.7,0.05,1.01,0
-16.0,19.68,18.76,13.33,0.05,1.01,0
-15.9,19.38,19.07,14.07,0.05,0.93,0
-15.8,19.68,18.45,12.95,0.05,1.01,0
-15.7,19.68,19.07,13.7,0.05,1.01,0
-15.6,19.38,19.07,14.07,0.05,1.01,0
-15.5,19.68,18.76,14.07,0.05,1.01,0
-15.4,19.68,19.07,13.7,0.05,1.01,0
-15.3,19.68,19.07,13.7,0.05,1.01,0
-15.2,19.98,19.07,14.43,0.04,1.01,0
-15.1,19.38,18.76,13.7,0.05,1.01,0
-15.0,19.68,19.38,13.7,0.05,1.01,0
-14.9,19.98,19.38,14.43,0.04,1.01,0
-14.9,19.68,19.07,13.7,0.05,0.93,0
-14.8,19.07,18.76,14.07,0.05,1.01,0
-14.7,19.98,19.38,13.33,0.05,1.01,0
-14.6,19.38,18.76,14.07,0.05,0.93,0
-14.5,19.68,19.07,13.33,0.05,1.01,0
-14.4,19.68,19.68,14.07,0.05,1.01,0
-14.3,19.68,19.07,14.07,0.05,0.93,0
-14.2,19.68,19.07,13.7,0.05,1.01,0
-14.1,19.68,19.38,14.43,0.05,1.01,0
-14.0,19.98,19.07,13.7,0.04,1.01,0
-13.9,19.68,19.07,13.7,0.05,1.01,0
-13.8,19.38,19.07,13.7,0.04,1.01,0
-13.8,19.98,18.76,13.33,0.04,1.01,0
-13.7,19.98,19.07,14.07,0.03,1.01,0
-13.6,19.68,19.07,13.33,0.03,1.01,0
-13.5,19.98,19.38,13.33,0.03,1.01,0
-13.4,19.68,19.38,13.7,0.02,1.01,0
-13.3,19.68,19.38,13.33,0.02,1.01,0
-13.2,19.68,19.38,14.07,0.02,1.01,0
-13.1,19.38,19.07,13.7,0.02,1.01,0
-13.0,19.38,19.38,13.33,0.02,1.01,0
-12.9,19.68,19.38,14.07,0.03,0.93,0
-12.8,19.68,19.07,14.07,0.03,0.93,0
-12.7,18.76,19.07,13.33,0.03,1.01,0
-12.7,19.38,18.76,14.07,0.03,1.01,0
-12.6,19.98,19.38,13.7,0.03,1.01,0
-12.5,19.38,19.38,13.7,0.03,1.01,0
-12.4,19.38,19.07,14.07,0.04,1.01,0
-12.3,19.68,18.76,13.33,0.04,1.01,0
-12.2,19.68,19.38,14.07,0.04,1.01,0
-12.1,19.38,19.38,14.07,0.04,1.01,0
-12.0,19.98,19.38,14.07,0.03,1.01,0
-11.9,19.68,19.07,14.07,0.04,0.93,0
-11.8,19.68,19.07,13.7,0.04,1.01,0
-11.7,19.68,19.07,13.33,0.03,0.93,0
-11.6,19.68,19.07,14.07,0.03,1.01,0
-11.5,19.98,19.68,14.07,0.03,1.01,0
-11.5,19.38,19.38,13.7,0.03,1.01,0
-11.4,19.68,19.38,14.43,0.03,1.01,0
-11.3,19.68,19.07,13.7,0.03,1.01,0
-11.2,19.98,19.38,14.07,0.03,0.93,0
-11.1,19.68,19.07,14.43,0.02,1.01,0
-11.0,19.98,19.38,13.7,0.03,1.01,0
-10.9,19.68,19.07,14.07,0.03,1.01,0
-10.8,19.68,19.07,13.33,0.04,1.01,0
-10.7,19.68,19.38,13.33,0.04,1.01,0
-10.6,19.68,19.07,14.07,0.04,0.93,0
-10.5,19.68,18.76,14.07,0.04,1.01,0
-10.4,19.38,19.07,14.07,0.03,1.01,0
-10.3,19.38,19.07,13.7,0.04,0.93,0
-10.3,19.07,19.07,13.7,0.04,1.01,0
-10.2,19.38,19.07,13.7,0.04,0.93,0
-10.1,19.68,18.76,13.7,0.04,1.01,0
-10.0,19.38,19.68,14.43,0.03,1.01,0
-9.9,19.38,19.07,13.7,0.04,1.01,0
-9.8,19.38,19.68,14.07,0.03,1.01,0
-9.7,19.68,19.07,13.33,0.03,1.01,0
-9.6,19.38,18.76,13.7,0.03,1.01,0
-9.5,19.68,19.38,13.7,0.03,1.01,0
-9.4,19.98,18.76,13.7,0.03,1.01,0
-9.3,19.68,19.07,14.07,0.04,1.01,0
-9.2,19.38,19.38,13.7,0.04,1.01,0
-9.1,19.68,19.38,13.7,0.04,0.93,0
-9.1,19.68,18.76,13.7,0.04,1.01,0
-9.0,19.38,18.76,13.33,0.04,1.01,0
-8.9,19.38,19.38,14.07,0.07,0.93,0
-8.8,19.07,19.07,13.7,0.11,0.93,0
-8.7,19.38,19.07,13.7,0.11,1.01,0
-8.6,19.38,19.38,14.43,0.11,0.93,0
-8.5,19.68,18.76,13.33,0.11,0.93,0
-8.4,19.68,19.07,14.07,0.11,1.01,0
-8.3,19.07,19.07,14.07,0.11,1.01,0
-8.2,19.38,19.07,14.79,0.11,1.01,0
-8.1,19.38,19.38,14.07,0.11,1.01,0
-8.0,19.38,19.98,14.07,0.11,1.01,0
-8.0,19.38,19.38,14.07,0.11,1.01,0
-7.9,19.38,18.76,14.07,0.11,1.01,0
-7.8,19.38,19.68,14.07,0.11,1.01,0
-7.7,19.38,19.38,13.7,0.11,1.01,0
-7.6,19.68,19.07,13.7,0.11,1.01,0
-7.5,19.07,19.07,14.07,0.11,1.01,0
-7.4,19.38,19.07,14.43,0.13,1.01,0
-7.3,19.38,19.07,13.33,0.13,1.1,0
-7.2,19.38,19.07,14.43,0.13,1.01,0
-7.1,19.38,19.38,13.7,0.12,1.01,0
-7.0,19.38,19.07,13.33,0.12,0.93,0
-6.9,19.38,19.07,13.7,0.12,1.01,0
-6.8,19.38,19.07,13.7,0.12,1.01,0
-6.8,19.38,18.76,13.7,0.12,0.93,0
-6.7,19.38,19.38,13.33,0.12,1.01,0
-6.6,19.68,19.38,14.07,0.12,1.01,0
-6.5,19.07,19.07,14.07,0.12,1.01,0
-6.4,19.38,19.07,14.07,0.11,0.93,0
-6.3,19.68,19.38,13.7,0.09,1.01,0
-6.2,19.38,19.07,13.7,0.1,0.93,0
-6.1,19.38,19.38,14.43,0.1,1.01,0
-6.0,19.68,19.38,13.33,0.1,1.01,0
-5.9,19.38,19.38,13.7,0.1,1.01,0
-5.8,19.38,19.07,13.33,0.11,0.93,0
-5.7,19.38,19.07,13.7,0.13,1.01,0
-5.6,19.07,18.76,14.07,0.13,1.01,0
-5.6,19.38,18.76,13.7,0.13,1.01,0
-5.5,19.68,19.07,14.43,0.13,1.01,0
-5.4,19.38,19.38,14.07,0.13,1.01,0
-5.3,19.38,19.07,13.7,0.14,1.01,0
-5.2,19.07,19.07,13.7,0.14,1.01,0
-5.1,19.38,18.76,13.7,0.13,1.01,0
-5.0,19.07,19.07,13.7,0.12,1.01,0
-4.9,19.38,19.38,13.7,0.13,1.01,0
-4.8,19.38,19.38,13.7,0.13,1.01,0
-4.7,19.07,19.07,13.7,0.13,1.01,0
-4.6,19.38,19.07,14.07,0.12,1.01,0
