T+,TEMP1,TEMP2,TEMP3,LOAD,PRESSURE,VALVE
1.7,20.28,19.07,230.44,10.09,6.41,1
1.8,20.57,19.38,244.93,10.17,6.41,1
1.9,20.28,19.98,264.42,10.26,6.29,1
2.0,20.86,18.76,293.39,10.32,6.18,1
2.1,20.86,19.07,321.57,10.37,6.29,1
2.2,21.15,18.76,368.98,10.4,6.53,1
2.3,20.86,19.07,451.05,10.43,6.41,1
2.4,21.44,19.68,698.55,10.48,6.41,1
2.5,21.72,19.38,-273.15,10.52,6.29,1
2.6,21.72,18.76,-273.15,10.54,6.29,1
2.6,21.44,19.07,-273.15,10.56,6.29,1
2.7,22.28,19.38,-273.15,10.59,6.18,1
2.8,22.28,19.07,-273.15,10.63,6.18,1
2.9,22.28,19.38,-273.15,10.65,6.29,1
3.0,22.56,19.07,-273.15,10.65,6.41,1
3.1,22.83,19.68,70.34,10.65,6.07,1
3.2,23.1,19.38,14.79,10.64,6.07,1
3.3,23.37,19.38,-38.36,10.64,5.95,1
3.4,23.64,19.38,29.28,10.56,6.07,1
3.5,23.91,19.38,17.5,10.53,6.07,1
3.6,24.43,19.38,314.92,10.55,5.84,1
3.7,23.91,20.28,78.64,10.59,5.95,1
3.8,24.69,19.68,-273.15,10.6,5.84,1
3.8,24.69,19.07,-273.15,10.57,5.84,1
3.9,25.2,19.07,-0.63,10.55,5.73,1
4.0,25.46,19.07,-273.15,10.53,5.73,1
4.1,25.71,19.98,-15.78,10.52,5.62,1
4.2,26.2,19.38,-20.15,10.51,5.73,1
4.3,26.2,19.38,-6.48,10.53,5.84,1
4.4,26.7,19.07,-30.98,10.49,5.51,1
4.5,26.94,18.76,0.01,10.4,5.62,1
4.6,27.18,19.68,53.52,10.35,5.4,1
4.7,27.42,19.38,13.7,10.32,5.18,1
4.8,27.66,19.38,12.57,10.18,4.75,1
4.9,28.36,19.98,31.27,9.84,3.42,1
4.9,28.36,19.38,-38.36,9.12,0.34,1
5.0,29.05,19.38,-20.15,6.56,-0.87,1
5.1,29.28,19.38,-38.36,2.79,-0.71,1
5.2,29.51,19.68,-43.9,0.77,-0.55,1
5.3,29.73,19.38,-52.78,0.39,-0.32,1
5.4,30.4,19.68,-43.9,0.36,-0.24,1
5.5,30.18,19.38,-43.9,0.34,0.01,1
5.6,30.84,19.68,-273.15,0.34,0.09,1
5.7,31.7,19.98,-273.15,0.33,0.17,1
5.8,31.91,19.98,-52.78,0.33,0.34,1
5.9,32.12,19.98,-43.9,0.33,0.34,1
6.0,32.33,19.68,-52.78,0.32,0.5,1
6.1,32.95,19.68,-52.78,0.31,0.5,1
6.1,33.16,20.28,-273.15,0.3,0.59,1
6.2,33.57,20.28,-273.15,0.3,0.59,1
6.3,33.97,20.28,-273.15,0.3,0.67,1
6.4,34.57,20.28,-52.78,0.3,0.67,1
6.5,34.57,20.28,-273.15,0.3,0.76,1
6.6,34.97,19.98,-273.15,0.3,0.76,1
6.7,35.55,20.28,-52.78,0.3,0.76,1
6.8,35.75,20.28,-52.78,0.3,0.84,1
6.9,35.94,20.28,-52.78,0.31,0.84,0
7.0,36.13,20.28,-273.15,0.3,0.84,0
7.1,36.7,20.28,-273.15,0.3,0.84,0
7.2,37.08,20.57,-43.9,0.3,0.93,0
7.3,37.63,19.98,-273.15,0.31,0.84,0
7.3,37.82,20.28,-273.15,0.31,0.84,0
7.4,38.0,20.57,-52.78,0.31,0.84,0
7.5,38.55,20.57,-52.78,0.31,0.93,0
7.6,38.91,20.28,-52.78,0.31,0.93,0
7.7,39.27,20.57,-273.15,0.31,0.93,0
7.8,39.63,20.57,-43.9,0.31,0.93,0
7.9,39.8,20.57,-273.15,0.32,0.93,0
8.0,40.15,20.86,-273.15,0.31,0.93,0
