T+,TEMP1,TEMP2,TEMP3,LOAD,PRESSURE,VALVE
-13.8,20.57,19.98,-273.15,-0.1,1.0,0
-13.7,20.28,20.28,7.05,-0.1,0.91,0
-13.6,20.57,19.98,-273.15,-0.1,1.0,0
-13.6,20.28,19.98,-12.2,-0.1,0.96,0
-13.5,21.15,20.28,-273.15,-0.11,0.96,0
-13.4,19.98,19.68,-273.15,-0.11,0.96,0
-13.3,20.28,19.98,5.09,-0.1,1.0,0
-13.2,19.38,18.14,-273.15,-0.1,0.96,0
-13.1,19.68,19.68,-273.15,-0.1,0.96,0
-13.0,20.86,20.28,2.96,-0.1,0.96,0
-12.9,20.28,19.07,-14.51,-0.1,0.96,0
-12.8,20.57,19.38,-1.28,-0.1,0.96,0
-12.7,20.28,20.86,-273.15,-0.11,0.96,0
-12.6,20.28,20.28,-20.15,-0.11,1.0,0
-12.5,20.28,20.28,-273.15,-0.11,1.04,0
-12.4,20.28,20.28,-273.15,-0.11,1.0,0
-12.4,20.57,20.57,7.98,-0.11,0.96,0
-12.3,20.28,19.38,-273.15,-0.1,0.96,0
-12.2,20.28,20.28,-12.2,-0.1,1.0,0
-12.1,21.44,21.72,-0.63,-0.1,1.0,0
-12.0,20.28,20.28,-20.15,-0.1,0.96,0
-11.9,20.86,20.28,-4.87,-0.09,0.96,0
-11.8,20.57,19.07,-273.15,-0.1,0.96,0
-11.7,20.28,20.28,-18.58,-0.1,0.96,0
-11.6,19.98,19.68,-14.51,-0.1,1.0,0
-11.5,20.28,20.28,-273.15,-0.1,0.96,0
-11.4,20.28,20.28,-8.22,-0.1,0.96,0
-11.3,19.98,20.28,-273.15,-0.08,1.0,0
-11.2,20.28,20.28,-25.85,-0.08,0.96,0
-11.2,20.28,20.57,-11.13,-0.08,0.96,0
-11.1,20.28,20.28,-273.15,-0.08,1.0,0
-11.0,20.28,19.38,-8.22,-0.07,0.96,0
-10.9,20.28,19.68,-273.15,-0.07,1.0,0
-10.8,20.28,20.28,-30.98,-0.08,0.96,0
-10.7,20.57,19.98,2.4,-0.07,0.96,0
-10.6,20.28,20.28,-14.51,-0.07,0.91,0
-10.5,20.57,20.86,-273.15,-0.07,1.0,0
-10.4,20.86,20.28,6.09,-0.06,0.96,0
-10.3,20.28,20.28,-13.32,-0.05,1.0,0
-10.2,20.57,20.57,6.09,-0.06,0.96,0
-10.1,20.57,19.98,-273.15,-0.06,1.0,0
-10.0,20.57,20.28,-18.58,-0.07,0.96,0
-10.0,20.28,20.57,-273.15,-0.06,0.96,0
-9.9,20.28,19.98,-273.15,-0.05,0.96,0
-9.8,20.57,19.98,5.6,-0.06,0.91,0
-9.7,20.86,19.98,-273.15,-0.06,1.0,0
-9.6,20.28,19.98,-10.11,-0.06,0.96,0
-9.5,20.28,20.28,-273.15,-0.06,0.96,0
-9.4,20.57,20.28,-273.15,-0.06,0.96,0
-9.3,20.86,19.98,-18.58,-0.05,0.96,0
-9.2,19.98,20.57,-273.15,-0.06,0.91,0
-9.1,20.28,19.98,-15.78,-0.06,0.96,0
-9.0,20.57,19.98,-273.15,-0.07,1.0,0
-8.9,20.28,19.68,-273.15,-0.07,0.96,0
-8.8,20.57,20.28,-0.63,-0.07,0.96,0
-8.8,19.68,19.38,-273.15,-0.07,0.96,0
-8.7,19.68,20.57,-18.58,-0.06,0.96,0
-8.6,20.28,20.28,-273.15,-0.06,0.96,0
-8.5,20.28,20.28,-273.15,-0.06,0.96,0
-8.4,20.28,19.98,-2.65,-0.07,1.0,0
-8.3,19.98,20.28,-273.15,-0.07,0.96,0
-8.2,20.28,20.28,-21.86,-0.06,0.96,0
-8.1,20.28,20.28,-6.48,-0.07,0.96,0
-8.0,20.28,19.98,-38.36,-0.07,1.0,0
-7.9,20.28,20.57,-10.11,-0.07,1.0,0
-7.8,20.28,20.28,-273.15,-0.07,0.96,0
-7.7,20.57,20.28,-273.15,-0.07,0.96,0
-7.7,19.68,18.45,-25.85,-0.07,0.96,0
-7.6,20.28,19.68,-273.15,-0.07,0.96,0
-7.5,20.28,19.98,-1.28,-0.07,1.0,0
-7.4,20.28,20.28,-273.15,-0.07,1.0,0
-7.3,20.28,20.28,-18.58,-0.08,0.96,0
-7.2,20.28,19.68,7.98,-0.08,0.96,0
-7.1,20.57,19.98,-21.86,-0.07,0.96,0
-7.0,20.57,20.28,-13.32,-0.07,0.96,0
-6.9,20.28,20.86,-273.15,-0.09,0.96,0
-6.8,20.57,20.28,-273.15,-0.09,0.96,0
-6.7,20.57,20.28,1.83,-0.08,1.0,0
-6.6,20.28,18.76,-273.15,-0.08,0.96,0
-6.5,20.28,20.28,-13.32,-0.08,0.96,0
-6.5,20.28,20.28,-273.15,-0.09,0.96,0
-6.4,19.98,19.98,-273.15,-0.09,0.96,0
-6.3,20.28,21.44,8.88,-0.08,0.96,0
-6.2,20.57,20.28,-273.15,-0.09,1.0,0
