T,TEMP1,TEMP2,TEMP3,LOAD,PRESSURE,VALVE
43.4,19.98,19.98,-23.75,-0.08,0.96,1
43.5,20.57,20.28,8.43,-0.08,0.91,1
43.6,19.68,19.98,-273.15,-0.08,2.10,1
43.7,19.98,20.28,-17.13,-0.08,6.19,1
43.8,19.68,20.28,-273.15,1.73,6.95,1
43.9,19.98,20.28,-273.15,13.44,7.46,1
44.0,20.28,20.28,-6.48,27.15,7.38,1
44.1,19.68,20.57,-273.15,33.69,7.63,1
44.2,20.28,19.98,-23.75,36.17,7.71,1
44.3,20.57,20.57,-273.15,37.46,7.67,1
44.4,19.98,20.57,-273.15,38.16,7.71,1
44.5,19.98,20.57,-5.66,38.46,8.05,1
44.5,20.28,20.28,-273.15,38.65,8.09,1
44.6,20.28,21.15,-273.15,38.91,8.18,1
44.7,19.68,22.28,2.96,39.09,8.35,1
44.8,20.28,22.00,-23.75,39.27,8.26,1
44.9,20.57,21.72,-15.78,39.41,8.18,1
45.0,20.57,22.00,-273.15,39.51,8.26,1
45.1,20.86,22.00,-273.15,39.63,8.26,1
45.2,20.86,23.10,-5.66,39.77,8.09,1
45.3,19.98,24.17,-273.15,39.91,8.01,1
45.4,20.28,24.17,-8.22,40.00,7.97,1
45.5,20.57,24.95,-273.15,40.04,8.18,1
45.6,20.86,25.71,-23.75,40.06,8.14,1
45.7,19.98,26.70,3.51,40.14,8.14,1
45.7,20.28,26.45,-273.15,40.20,7.97,1
45.8,19.98,27.89,-273.15,40.21,8.09,1
45.9,20.57,27.89,-0.63,40.22,7.88,1
46.0,20.57,29.28,-25.85,40.30,7.84,1
46.1,20.28,30.84,6.58,40.42,7.88,1
46.2,20.28,31.70,-273.15,40.36,7.71,1
46.3,20.28,32.54,-23.75,40.35,7.63,1
46.4,20.57,34.17,-273.15,40.42,7.50,1
46.5,21.15,34.57,-273.15,40.23,7.46,1
46.6,20.86,36.13,-1.28,39.87,7.25,1
46.7,21.15,37.26,-273.15,39.46,7.29,1
46.8,20.86,38.37,-23.75,39.03,7.12,1
46.9,20.86,39.63,-273.15,38.60,6.74,1
46.9,20.86,41.02,-273.15,37.84,5.14,1
47.0,20.57,42.38,4.05,35.15,1.55,1
47.2,21.15,44.68,-2.65,27.04,-1.62,1
47.3,21.44,45.80,-18.58,13.47,-1.32,1
47.3,21.44,47.35,-273.15,4.29,-1.11,1
47.4,21.15,48.72,-1.95,1.15,-0.77,1
47.5,21.15,49.77,-23.75,0.40,-0.65,1
47.6,21.44,51.23,-273.15,0.15,-0.44,1
47.7,21.72,52.38,-5.66,0.02,-0.31,1
47.8,21.72,53.09,-273.15,-0.02,-0.14,1
47.9,22.00,55.19,-11.13,-0.04,0.03,1
